time_sec,best_angle_rad,best_angle_deg,detected,weld_status,cmd_linear_x,cmd_angular_z,weld_found_count,no_weld_count,t_junction_count,timeout_count,error_count,unknown_status_count
0.06688952445983887,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.08509111404418945,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.10503387451171875,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.12506961822509766,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.14503073692321777,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.16498303413391113,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.18501663208007812,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.20496678352355957,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.22498440742492676,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.2449781894683838,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.265031099319458,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.28504085540771484,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.3050100803375244,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.325009822845459,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.3450167179107666,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.3650221824645996,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.3850538730621338,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.40503621101379395,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.4250493049621582,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.44506359100341797,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.4650583267211914,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.4850273132324219,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.5049993991851807,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.5249412059783936,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.5449619293212891,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.5649478435516357,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.5850505828857422,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.6050784587860107,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.6250364780426025,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.645000696182251,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.6649477481842041,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.6850137710571289,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.7049698829650879,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.7249791622161865,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.7449979782104492,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.7650396823883057,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.785057544708252,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.804985523223877,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.8250045776367188,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.8451418876647949,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.8650388717651367,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.8850522041320801,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.9050025939941406,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.925041675567627,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.9450621604919434,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.9650070667266846,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
0.9850893020629883,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.0050208568572998,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.024963617324829,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.0449907779693604,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.0649490356445312,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.0850460529327393,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.1049492359161377,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.1249539852142334,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.1449871063232422,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.1652138233184814,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.1850512027740479,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.2049744129180908,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.2250077724456787,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.2450017929077148,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.2649643421173096,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.2850372791290283,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.3050990104675293,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.325105905532837,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.3450405597686768,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.3649718761444092,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.385059118270874,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.4049463272094727,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.4249486923217773,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.4449803829193115,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.4649522304534912,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.4850435256958008,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.5051286220550537,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.525036334991455,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.5450403690338135,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.564971685409546,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.5850441455841064,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.6049792766571045,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.6249654293060303,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.6449761390686035,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.6649630069732666,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.6850528717041016,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.7050750255584717,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.7250912189483643,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.7450320720672607,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.7650020122528076,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.7850747108459473,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.8050122261047363,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.8250279426574707,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.8450937271118164,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.864976167678833,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.8850672245025635,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.9049632549285889,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.9250049591064453,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.9450047016143799,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
1.964993953704834,nan,nan,0,UNKNOWN,0.0,0.0,0,0,0,0,0,0
