t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.156,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0,0,0.0,0.0,2.109378420432439,WELD_FOUND
2.206,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0,0,0.0,0.0,2.109378420432439,WELD_FOUND
2.256,0.03325154988134837,0.011268473150923566,0.0349418208539869,0.031561278908709835,0.0,0.0,0.0349,0.0316,0,0,0.0,0.0,-5.9765593846205505,WELD_FOUND
2.306,0.03325154988134837,0.011268473150923566,0.0349418208539869,0.031561278908709835,0.0,0.0,0.0349,0.0316,7,8,0.0065,0.0074,-5.9765593846205505,WELD_FOUND
2.356,0.0230085624067301,0.01642699823216547,0.02547261214155492,0.020544512671905282,0.0,0.0,0.0255,0.0205,7,8,0.0065,0.0074,-5.273434098250051,WELD_FOUND
2.406,0.0230085624067301,0.01642699823216547,0.02547261214155492,0.020544512671905282,0.0346,0.0346,-0.0091,-0.0141,14,14,0.013,0.013,-5.273434098250051,WELD_FOUND
2.456,0.005,0.036180429489890635,0.010427064423483595,-0.000427064423483595,0.0346,0.0346,-0.0242,-0.035,14,14,0.013,0.013,-12.304684827520935,WELD_FOUND
2.506,0.005,0.036180429489890635,0.010427064423483595,-0.000427064423483595,0.0319,0.0356,-0.0215,-0.036,17,18,0.0158,0.0167,-12.304684827520935,WELD_FOUND
2.556,0.022664760955996795,0.007942792652491966,0.02385617985387059,0.021473342058123,0.0319,0.0356,-0.008,-0.0141,17,18,0.0158,0.0167,2.109378420432439,WELD_FOUND
2.606,0.022664760955996795,0.007942792652491966,0.02385617985387059,0.021473342058123,0.0154,0.0285,0.0084,-0.007,16,18,0.0148,0.0167,2.109378420432439,WELD_FOUND
2.656,0.03579856317262899,0.0037248317517042263,0.036357287935384626,0.03523983840987336,0.0154,0.0285,0.0209,0.0068,16,18,0.0148,0.0167,1.054690917763512,WELD_FOUND
2.706,0.03579856317262899,0.0037248317517042263,0.036357287935384626,0.03523983840987336,0.0154,0.0285,0.0209,0.0068,17,19,0.0158,0.0176,1.054690917763512,WELD_FOUND
2.756,0.01635901956323877,-0.028886183947857764,0.012026091971060106,0.020691947155417435,0.0117,0.0196,0.0003,0.0011,17,19,0.0158,0.0176,13.00781609030696,WELD_FOUND
2.806,0.01635901956323877,-0.028886183947857764,0.012026091971060106,0.020691947155417435,0.0117,0.0196,0.0003,0.0011,21,22,0.0195,0.0204,13.00781609030696,WELD_FOUND
2.856,0.023594875614756386,-0.01165499338094171,0.02184662660761513,0.025343124621897643,0.0219,0.0228,-0.0,0.0025,21,22,0.0195,0.0204,1.4062534542270564,WELD_FOUND
2.906,0.023594875614756386,-0.01165499338094171,0.02184662660761513,0.025343124621897643,0.0219,0.0228,-0.0,0.0025,23,25,0.0213,0.0232,1.4062534542270564,WELD_FOUND
2.957,0.05,0.0,0.05,0.05,0.0205,0.0248,0.0295,0.0252,23,25,0.0213,0.0232,0.7031284346608206,WELD_FOUND
3.006,0.05,0.0,0.05,0.05,0.0205,0.0248,0.0295,0.0252,26,28,0.0241,0.0259,0.7031284346608206,WELD_FOUND
3.057,0.05,0.0,0.05,0.05,0.0205,0.0248,0.0295,0.0252,26,28,0.0241,0.0259,-5.6249967414353,WELD_FOUND
3.106,0.05,0.0,0.05,0.05,0.0371,0.0397,0.0129,0.0103,33,35,0.0306,0.0324,-5.6249967414353,WELD_FOUND
3.156,0.05,0.0,0.05,0.05,0.0371,0.0397,0.0129,0.0103,33,35,0.0306,0.0324,2.109378420432439,WELD_FOUND
3.206,0.05,0.0,0.05,0.05,0.0371,0.0397,0.0129,0.0103,40,42,0.0371,0.0389,2.109378420432439,WELD_FOUND
3.256,0.05,0.0,0.05,0.05,0.0396,0.0411,0.0104,0.0089,40,42,0.0371,0.0389,1.7578159906906006,WELD_FOUND
3.306,0.05,0.0,0.05,0.05,0.0396,0.0411,0.0104,0.0089,47,48,0.0436,0.0445,1.7578159906906006,WELD_FOUND
3.356,0.026536577508101525,0.016603298443489775,0.02902707227462499,0.02404608274157806,0.0497,0.0469,-0.0207,-0.0229,47,48,0.0436,0.0445,-8.085933963071582,WELD_FOUND
3.406,0.026536577508101525,0.016603298443489775,0.02902707227462499,0.02404608274157806,0.0497,0.0469,-0.0207,-0.0229,53,55,0.0491,0.051,-8.085933963071582,WELD_FOUND
3.456,0.05,0.0,0.05,0.05,0.0497,0.0469,0.0003,0.0031,53,55,0.0491,0.051,2.4609410636176894,WELD_FOUND
3.506,0.05,0.0,0.05,0.05,0.0496,0.0504,0.0004,-0.0004,55,57,0.051,0.0528,2.4609410636176894,WELD_FOUND
3.556,0.0403244658932024,-0.006226896472526666,0.039390431422323395,0.0412585003640814,0.0496,0.0504,-0.0102,-0.0091,55,57,0.051,0.0528,3.5156285662866162,WELD_FOUND
3.606,0.0403244658932024,-0.006226896472526666,0.039390431422323395,0.0412585003640814,0.0483,0.0488,-0.0089,-0.0075,60,62,0.0556,0.0575,3.5156285662866162,WELD_FOUND
3.656,0.03495914961284654,0.011828109971451176,0.03673336610856422,0.03318493311712886,0.0483,0.0488,-0.0116,-0.0156,60,62,0.0556,0.0575,-5.6249967414353,WELD_FOUND
3.706,0.03495914961284654,0.011828109971451176,0.03673336610856422,0.03318493311712886,0.0483,0.0488,-0.0116,-0.0156,64,66,0.0593,0.0612,-5.6249967414353,WELD_FOUND
3.756,0.05,0.0,0.05,0.05,0.0389,0.0391,0.0111,0.0109,64,66,0.0593,0.0612,3.1640659231013664,WELD_FOUND
3.806,0.05,0.0,0.05,0.05,0.0389,0.0391,0.0111,0.0109,67,68,0.0621,0.063,3.1640659231013664,WELD_FOUND
3.856,0.03248357358476295,0.011850874072154488,0.03426120469558612,0.030705942473939776,0.0389,0.0391,-0.0046,-0.0084,67,68,0.0621,0.063,-5.273434098250051,WELD_FOUND
3.906,0.03248357358476295,0.011850874072154488,0.03426120469558612,0.030705942473939776,0.0456,0.0433,-0.0113,-0.0126,73,74,0.0677,0.0686,-5.273434098250051,WELD_FOUND
3.956,0.020772288448603914,0.018327286081745886,0.023521381360865797,0.018023195536342032,0.0456,0.0433,-0.022,-0.0252,73,74,0.0677,0.0686,-5.9765593846205505,WELD_FOUND
4.006,0.020772288448603914,0.018327286081745886,0.023521381360865797,0.018023195536342032,0.0456,0.0433,-0.022,-0.0252,76,78,0.0704,0.0723,-5.9765593846205505,WELD_FOUND
4.057,0.037941251209361225,0.0016334022183277482,0.03818626154211039,0.03769624087661206,0.0347,0.0358,0.0034,0.0019,76,78,0.0704,0.0723,2.109378420432439,WELD_FOUND
4.106,0.037941251209361225,0.0016334022183277482,0.03818626154211039,0.03769624087661206,0.0347,0.0358,0.0034,0.0019,77,78,0.0714,0.0723,2.109378420432439,WELD_FOUND
4.156,0.05,0.0,0.05,0.05,0.0347,0.0358,0.0153,0.0142,77,78,0.0714,0.0723,2.4609410636176894,WELD_FOUND
4.206,0.05,0.0,0.05,0.05,0.0332,0.0314,0.0168,0.0186,81,82,0.0751,0.076,2.4609410636176894,WELD_FOUND
4.256,0.03213800844326426,0.012084813995099402,0.03395073054252917,0.03032528634399935,0.0332,0.0314,0.0007,-0.0011,81,82,0.0751,0.076,-5.273434098250051,WELD_FOUND
4.306,0.03213800844326426,0.012084813995099402,0.03395073054252917,0.03032528634399935,0.0459,0.0448,-0.0119,-0.0145,88,89,0.0816,0.0825,-5.273434098250051,WELD_FOUND
4.356,0.05,0.0,0.05,0.05,0.0459,0.0448,0.0041,0.0052,88,89,0.0816,0.0825,2.812503493359528,WELD_FOUND
4.406,0.05,0.0,0.05,0.05,0.0459,0.0448,0.0041,0.0052,91,92,0.0843,0.0853,2.812503493359528,WELD_FOUND
4.456,0.029731347754996598,0.014023028604332011,0.0318348020456464,0.027627893464346798,0.0349,0.0343,-0.0031,-0.0067,91,92,0.0843,0.0853,-5.6249967414353,WELD_FOUND
4.506,0.029731347754996598,0.014023028604332011,0.0318348020456464,0.027627893464346798,0.0349,0.0343,-0.0031,-0.0067,97,98,0.0899,0.0908,-5.6249967414353,WELD_FOUND
4.556,0.05,0.0,0.05,0.05,0.0432,0.0428,0.0068,0.0072,97,98,0.0899,0.0908,2.812503493359528,WELD_FOUND
4.606,0.05,0.0,0.05,0.05,0.0432,0.0428,0.0068,0.0072,100,101,0.0927,0.0936,2.812503493359528,WELD_FOUND
4.656,0.05,0.0,0.05,0.05,0.037,0.0368,0.013,0.0132,100,101,0.0927,0.0936,2.812503493359528,WELD_FOUND
4.706,0.05,0.0,0.05,0.05,0.037,0.0368,0.013,0.0132,106,107,0.0982,0.0992,2.812503493359528,WELD_FOUND
4.756,0.03672782212006977,-0.008710098546418226,0.035421307338107035,0.0380343369020325,0.037,0.0368,-0.0016,0.0012,106,107,0.0982,0.0992,2.109378420432439,WELD_FOUND
4.806,0.03672782212006977,-0.008710098546418226,0.035421307338107035,0.0380343369020325,0.0544,0.0517,-0.0189,-0.0137,113,113,0.1047,0.1047,2.109378420432439,WELD_FOUND
4.856,0.028845807189696468,-0.01222203100004467,0.027012502539689766,0.03067911183970317,0.0544,0.0517,-0.0273,-0.0211,113,113,0.1047,0.1047,3.8671912094718666,WELD_FOUND
4.906,0.028845807189696468,-0.01222203100004467,0.027012502539689766,0.03067911183970317,0.0437,0.0422,-0.0167,-0.0115,116,116,0.1075,0.1075,3.8671912094718666,WELD_FOUND
4.956,0.028674583977062424,-0.01062920815928874,0.02708020275316911,0.030268965200955737,0.0437,0.0422,-0.0167,-0.0119,116,116,0.1075,0.1075,2.4609410636176894,WELD_FOUND
5.006,0.028674583977062424,-0.01062920815928874,0.02708020275316911,0.030268965200955737,0.0437,0.0422,-0.0167,-0.0119,118,118,0.1094,0.1094,2.4609410636176894,WELD_FOUND
5.057,0.01868131121214483,0.027875347894079406,0.02286261339625674,0.014500009028032917,0.0312,0.0302,-0.0083,-0.0157,118,118,0.1094,0.1094,-13.35937190330304,WELD_FOUND
5.106,0.01868131121214483,0.027875347894079406,0.02286261339625674,0.014500009028032917,0.0312,0.0302,-0.0083,-0.0157,119,120,0.1103,0.1112,-13.35937190330304,WELD_FOUND
5.156,0.05,0.0,0.05,0.05,0.0224,0.0256,0.0276,0.0244,119,120,0.1103,0.1112,3.5156285662866162,WELD_FOUND
