t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.158,0.0,0.3,0.045,-0.045,0.0,0.0,0.045,-0.045,0,0,0.0,0.0,-13.031247054254688,WELD_FOUND
2.208,0.0,0.3,0.045,-0.045,0.0,0.0,0.045,-0.045,0,0,0.0,0.0,-13.031247054254688,WELD_FOUND
2.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,NO_WELD
2.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-5,0.0028,0.0046,nan,NO_WELD
2.357,0.0,0.3,0.045,-0.045,-0.0111,-0.0185,0.0561,-0.0265,-3,-5,0.0028,0.0046,-12.679684411069438,WELD_FOUND
2.408,0.0,0.3,0.045,-0.045,-0.0111,-0.0185,0.0561,-0.0265,-3,-4,0.0028,0.0037,-12.679684411069438,WELD_FOUND
2.458,0.0,0.3,0.045,-0.045,-0.0111,-0.0185,0.0561,-0.0265,-3,-4,0.0028,0.0037,-13.031247054254688,WELD_FOUND
2.508,0.0,0.3,0.045,-0.045,-0.0017,-0.0136,0.0467,-0.0314,-1,-6,0.0009,0.0056,-13.031247054254688,WELD_FOUND
2.558,0.0,0.3,0.045,-0.045,-0.0017,-0.0136,0.0467,-0.0314,-1,-6,0.0009,0.0056,-12.679684411069438,WELD_FOUND
2.608,0.0,0.3,0.045,-0.045,0.0064,-0.0119,0.0386,-0.0331,1,-7,0.0009,0.0065,-12.679684411069438,WELD_FOUND
2.657,0.0,0.0,0.0,0.0,0.0064,-0.0119,-0.0064,0.0119,1,-7,0.0009,0.0065,nan,NO_WELD
2.708,0.0,0.0,0.0,0.0,0.0064,-0.0119,-0.0064,0.0119,5,-10,0.0046,0.0093,nan,NO_WELD
2.758,0.0,0.3,0.045,-0.045,0.0137,-0.0145,0.0313,-0.0305,5,-10,0.0046,0.0093,-12.328121767884188,WELD_FOUND
2.808,0.0,0.3,0.045,-0.045,0.0137,-0.0145,0.0313,-0.0305,5,-11,0.0046,0.0102,-12.328121767884188,WELD_FOUND
2.858,0.0,0.0,0.0,0.0,0.011,-0.0124,-0.011,0.0124,5,-11,0.0046,0.0102,nan,NO_WELD
2.908,0.0,0.0,0.0,0.0,0.011,-0.0124,-0.011,0.0124,7,-13,0.0065,0.012,nan,NO_WELD
2.957,0.0,0.3,0.045,-0.045,0.011,-0.0124,0.034,-0.0326,7,-13,0.0065,0.012,-12.328121767884188,WELD_FOUND
3.008,0.0,0.3,0.045,-0.045,0.014,-0.0124,0.031,-0.0326,8,-13,0.0074,0.012,-12.328121767884188,WELD_FOUND
3.059,0.0,0.3,0.045,-0.045,0.014,-0.0124,0.031,-0.0326,8,-13,0.0074,0.012,-12.679684411069438,WELD_FOUND
3.108,0.0,0.3,0.045,-0.045,0.0195,-0.0124,0.0255,-0.0326,11,-15,0.0102,0.0139,-12.679684411069438,WELD_FOUND
3.158,0.0,0.3,0.045,-0.045,0.0195,-0.0124,0.0255,-0.0326,11,-15,0.0102,0.0139,-12.679684411069438,WELD_FOUND
3.208,0.0,0.3,0.045,-0.045,0.0195,-0.0124,0.0255,-0.0326,14,-18,0.013,0.0167,-12.679684411069438,WELD_FOUND
3.258,0.0,0.3,0.045,-0.045,0.0191,-0.0185,0.0259,-0.0265,14,-18,0.013,0.0167,-12.50390266258999,WELD_FOUND
3.308,0.0,0.3,0.045,-0.045,0.0191,-0.0185,0.0259,-0.0265,16,-21,0.0148,0.0195,-12.50390266258999,WELD_FOUND
