t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l
2.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False
2.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,-1.4062466240378864,0.0,WELD_FOUND,0.0,0.0,False,False
2.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,-1.4062466240378864,0.0,WELD_FOUND,0.0,0.0,False,False
2.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,nan,nan,NO_WELD,0.0,0.0,False,False
2.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,nan,nan,NO_WELD,0.0,0.0,False,False
2.786,0.030251181765434624,0.031249378763447473,0.034938588579951746,0.025563774950917502,0.0,0.0,0.0349,0.0256,0,0,0.0,0.0,-0.7031216044716506,-0.7031216044716506,0.0,WELD_FOUND,0.0,0.0,True,True
2.836,0.030251181765434624,0.031249378763447473,0.034938588579951746,0.025563774950917502,0.0,0.0,0.0349,0.0256,0,0,0.0,0.0,-0.7031216044716506,-0.7031216044716506,0.0,WELD_FOUND,0.0,0.0,True,True
2.886,0.031173264715568146,0.020882080027516105,0.034305576719695564,0.02804095271144073,0.0,0.0,0.0343,0.028,0,0,0.0,0.0,-0.35155909468853286,-0.5273403362398785,0.17578124155134567,WELD_FOUND,0.0,0.0,True,True
2.936,0.031173264715568146,0.020882080027516105,0.034305576719695564,0.02804095271144073,0.0148,0.0111,0.0195,0.0169,4,3,0.0037,0.0028,-0.35155909468853286,-0.5273403362398785,0.17578124155134567,WELD_FOUND,0.2013,0.1649,False,False
2.986,0.0,0.0,0.0,0.0,0.0148,0.0111,-0.0148,-0.0111,4,3,0.0037,0.0028,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.036,0.0,0.0,0.0,0.0,0.02,0.0104,-0.02,-0.0104,7,4,0.0065,0.0037,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.086,0.0,0.0,0.0,0.0,0.02,0.0104,-0.02,-0.0104,7,4,0.0065,0.0037,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.136,0.0,0.0,0.0,0.0,0.02,0.0104,-0.02,-0.0104,9,3,0.0083,0.0028,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.186,0.0,0.0,0.0,0.0,0.017,0.0038,-0.017,-0.0038,9,3,0.0083,0.0028,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.236,0.0,0.0,0.0,0.0,0.017,0.0038,-0.017,-0.0038,9,3,0.0083,0.0028,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.286,0.0,0.0,0.0,0.0,0.0136,0.003,-0.0136,-0.003,9,3,0.0083,0.0028,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND,0.0,0.0,False,False
3.336,0.0,0.0,0.0,0.0,0.0136,0.003,-0.0136,-0.003,9,2,0.0083,0.0019,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND,0.0,0.0,False,False
3.386,0.0,0.0,0.0,0.0,0.0108,-0.0019,-0.0108,0.0019,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.436,0.0,0.0,0.0,0.0,0.0108,-0.0019,-0.0108,0.0019,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.487,0.0,0.0,0.0,0.0,0.0108,-0.0019,-0.0108,0.0019,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.536,0.0,0.0,0.0,0.0,0.0087,-0.0015,-0.0087,0.0015,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.586,0.0,0.0,0.0,0.0,0.0087,-0.0015,-0.0087,0.0015,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.636,0.0,0.0,0.0,0.0,0.0087,-0.0015,-0.0087,0.0015,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.686,0.0,0.0,0.0,0.0,0.0069,-0.0012,-0.0069,0.0012,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.736,0.0,0.0,0.0,0.0,0.0069,-0.0012,-0.0069,0.0012,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.786,0.0,0.0,0.0,0.0,0.0069,-0.0012,-0.0069,0.0012,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.836,0.0,0.0,0.0,0.0,0.0056,0.0,-0.0056,0.0,9,2,0.0083,0.0019,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.886,0.032582298035693374,-0.016261825003510002,0.030143024285166874,0.035021571786219875,0.0056,0.0,0.0246,0.035,9,2,0.0083,0.0019,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.1773,0.0,False,True
3.936,0.032582298035693374,-0.016261825003510002,0.030143024285166874,0.035021571786219875,0.0044,0.0,0.0257,0.035,9,2,0.0083,0.0019,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.1773,0.0,False,True
3.986,0.0,0.0,0.0,0.0,0.0044,0.0,-0.0044,0.0,9,2,0.0083,0.0019,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False
4.036,0.0,0.0,0.0,0.0,0.0064,0.0037,-0.0064,-0.0037,10,3,0.0093,0.0028,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False
4.086,0.033539033981300925,0.016607915572169944,0.03603022131712642,0.031047846645475434,0.0064,0.0037,0.0297,0.0273,10,3,0.0093,0.0028,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND,0.2088,0.1826,False,False
4.136,0.033539033981300925,0.016607915572169944,0.03603022131712642,0.031047846645475434,0.0051,0.0059,0.0309,0.0251,10,4,0.0093,0.0037,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND,0.2088,0.1826,False,False
4.186,0.03182695918269857,0.02690311145242608,0.03586242590056249,0.02779149246483466,0.0051,0.0059,0.0308,0.0219,10,4,0.0093,0.0037,-0.7031216044716506,-0.5273403362398785,-0.1757812682317721,WELD_FOUND,0.2081,0.1635,False,False
4.236,0.03182695918269857,0.02690311145242608,0.03586242590056249,0.02779149246483466,0.0051,0.0059,0.0308,0.0219,10,5,0.0093,0.0046,-0.7031216044716506,-0.5273403362398785,-0.1757812682317721,WELD_FOUND,0.2081,0.1635,False,False
4.286,0.030563136799204797,0.03366197476157247,0.035612433013440664,0.025513840584968927,0.0041,0.006,0.0315,0.0195,10,5,0.0093,0.0046,-1.0546840875743422,-0.7031216044716506,-0.35156248310269156,WELD_FOUND,0.207,0.1501,False,False
4.336,0.030563136799204797,0.03366197476157247,0.035612433013440664,0.025513840584968927,0.0041,0.006,0.0315,0.0195,10,5,0.0093,0.0046,-1.0546840875743422,-0.7031216044716506,-0.35156248310269156,WELD_FOUND,0.207,0.1501,False,False
4.386,0.0,0.0,0.0,0.0,0.0041,0.006,-0.0041,-0.006,10,5,0.0093,0.0046,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False
4.436,0.0,0.0,0.0,0.0,0.0033,0.0048,-0.0033,-0.0048,10,5,0.0093,0.0046,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False
