t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l,holding_r,holding_l,manual_pwm_mode
2.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.169,0.05194971926621578,-0.014717997760048309,0.04974201960220853,0.05415741893022302,0.0,0.0,0.0497,0.0542,0,0,0.0,0.0,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.0,0.0,True,True,False,False,False
2.219,0.05194971926621578,-0.014717997760048309,0.04974201960220853,0.05415741893022302,0.0,0.0,0.0497,0.0542,0,0,0.0,0.0,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.0,0.0,True,True,False,False,False
2.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0028,0.0037,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0028,0.0037,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.419,0.0,0.0,0.0,0.0,0.0074,0.0124,-0.0074,-0.0124,3,5,0.0028,0.0046,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.469,0.052552880403487406,0.014235159019900363,0.054688154256472464,0.05041760655050235,0.0074,0.0124,0.0473,0.0381,3,5,0.0028,0.0046,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND,0.6749,0.6552,False,False,False,False,False
2.519,0.052552880403487406,0.014235159019900363,0.054688154256472464,0.05041760655050235,0.0059,0.0099,0.0488,0.0405,3,5,0.0028,0.0046,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND,0.6749,0.6552,False,False,False,False,False
2.569,0.0,0.0,0.0,0.0,0.0059,0.0099,-0.0059,-0.0099,3,5,0.0028,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.619,0.0,0.0,0.0,0.0,0.0059,0.0099,-0.0059,-0.0099,11,13,0.0102,0.012,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.669,0.0,0.0,0.0,0.0,0.0233,0.0257,-0.0233,-0.0257,11,13,0.0102,0.012,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.719,0.0,0.0,0.0,0.0,0.0233,0.0257,-0.0233,-0.0257,11,13,0.0102,0.012,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.769,0.0,0.0,0.0,0.0,0.0187,0.0206,-0.0187,-0.0206,11,13,0.0102,0.012,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.819,0.0,0.0,0.0,0.0,0.0187,0.0206,-0.0187,-0.0206,11,13,0.0102,0.012,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
2.87,0.0,0.0,0.0,0.0,0.0149,0.0164,-0.0149,-0.0164,11,13,0.0102,0.012,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.221,0.0,0.0,0.0,0.0,0.0149,0.0164,-0.0149,-0.0164,11,13,0.0102,0.012,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.269,0.0,0.0,0.0,0.0,0.0119,0.0132,-0.0119,-0.0132,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.321,0.0,0.0,0.0,0.0,0.0119,0.0132,-0.0119,-0.0132,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.369,0.0,0.0,0.0,0.0,0.0096,0.0105,-0.0096,-0.0105,11,13,0.0102,0.012,-1.0546840875743422,-1.0546840875743422,0.0,WELD_FOUND,0.0,0.0,False,False,True,True,False
3.419,0.0,0.0,0.0,0.0,0.0096,0.0105,-0.0096,-0.0105,11,13,0.0102,0.012,-1.0546840875743422,-1.0546840875743422,0.0,WELD_FOUND,0.0,0.0,False,False,True,True,False
3.469,0.0,0.0,0.0,0.0,0.0096,0.0105,-0.0096,-0.0105,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.519,0.0,0.0,0.0,0.0,0.0076,0.0084,-0.0076,-0.0084,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.569,0.0,0.0,0.0,0.0,0.0076,0.0084,-0.0076,-0.0084,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.62,0.0,0.0,0.0,0.0,0.0061,0.0067,-0.0061,-0.0067,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.669,0.0,0.0,0.0,0.0,0.0061,0.0067,-0.0061,-0.0067,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.719,0.0,0.0,0.0,0.0,0.0061,0.0067,-0.0061,-0.0067,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.769,0.0,0.0,0.0,0.0,0.0049,0.0054,-0.0049,-0.0054,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.819,0.0,0.0,0.0,0.0,0.0049,0.0054,-0.0049,-0.0054,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.869,0.0,0.0,0.0,0.0,0.0039,0.0043,-0.0039,-0.0043,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.919,0.0,0.0,0.0,0.0,0.0039,0.0043,-0.0039,-0.0043,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
3.969,0.0,0.0,0.0,0.0,0.0039,0.0043,-0.0039,-0.0043,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.019,0.0,0.0,0.0,0.0,0.0031,0.0034,-0.0031,-0.0034,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.069,0.0,0.0,0.0,0.0,0.0031,0.0034,-0.0031,-0.0034,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.119,0.0,0.0,0.0,0.0,0.0031,0.0034,-0.0031,-0.0034,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.169,0.0,0.0,0.0,0.0,0.0025,0.0028,-0.0025,-0.0028,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.219,0.0,0.0,0.0,0.0,0.0025,0.0028,-0.0025,-0.0028,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.269,0.0,0.0,0.0,0.0,0.0025,0.0028,-0.0025,-0.0028,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.321,0.0,0.0,0.0,0.0,0.002,0.0022,-0.002,-0.0022,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.369,0.0,0.0,0.0,0.0,0.002,0.0022,-0.002,-0.0022,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.42,0.0,0.0,0.0,0.0,0.0016,0.0018,-0.0016,-0.0018,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.469,0.0,0.0,0.0,0.0,0.0016,0.0018,-0.0016,-0.0018,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.519,0.0,0.0,0.0,0.0,0.0016,0.0018,-0.0016,-0.0018,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.569,0.0,0.0,0.0,0.0,0.0013,0.0014,-0.0013,-0.0014,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.619,0.0,0.0,0.0,0.0,0.0013,0.0014,-0.0013,-0.0014,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.669,0.0,0.0,0.0,0.0,0.001,0.0011,-0.001,-0.0011,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.719,0.0,0.0,0.0,0.0,0.001,0.0011,-0.001,-0.0011,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.769,0.0,0.0,0.0,0.0,0.001,0.0011,-0.001,-0.0011,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
4.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,13,0.0102,0.012,-1.0546840875743422,nan,nan,NO_WELD,0.0,0.0,False,False,True,True,False
