t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l,holding_r,holding_l,manual_pwm_mode
2.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.406,0.0,0.0,0.0,0.0,0.0025,0.0049,-0.0025,-0.0049,1,2,0.0009,0.0019,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.456,0.0,0.0,0.0,0.0,0.0025,0.0049,-0.0025,-0.0049,1,2,0.0009,0.0019,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.506,0.0,0.0,0.0,0.0,0.0052,0.0049,-0.0052,-0.0049,2,3,0.0019,0.0028,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.556,0.0,0.0,0.0,0.0,0.0052,0.0054,-0.0052,-0.0054,2,3,0.0019,0.0028,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.606,0.0,0.0,0.0,0.0,0.0068,0.0054,-0.0068,-0.0054,3,3,0.0028,0.0028,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.656,0.0,0.0,0.0,0.0,0.0068,0.0043,-0.0068,-0.0043,3,3,0.0028,0.0028,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.706,0.0,0.0,0.0,0.0,0.0068,0.0043,-0.0068,-0.0043,4,4,0.0037,0.0037,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.756,0.0,0.0,0.0,0.0,0.0066,0.0063,-0.0066,-0.0063,4,4,0.0037,0.0037,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.806,0.0,0.0,0.0,0.0,0.0066,0.0063,-0.0066,-0.0063,5,5,0.0046,0.0046,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.856,0.0,0.0,0.0,0.0,0.0076,0.0075,-0.0076,-0.0075,5,5,0.0046,0.0046,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.906,0.0,0.0,0.0,0.0,0.0076,0.0075,-0.0076,-0.0075,6,6,0.0056,0.0056,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.956,0.0,0.0,0.0,0.0,0.0076,0.0075,-0.0076,-0.0075,6,6,0.0056,0.0056,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.006,0.0,0.0,0.0,0.0,0.0095,0.0094,-0.0095,-0.0094,7,7,0.0065,0.0065,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.058,0.0,0.0,0.0,0.0,0.0095,0.0094,-0.0095,-0.0094,7,7,0.0065,0.0065,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.106,0.0,0.0,0.0,0.0,0.0095,0.0094,-0.0095,-0.0094,8,9,0.0074,0.0083,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.156,0.0,0.0,0.0,0.0,0.0082,0.0106,-0.0082,-0.0106,8,9,0.0074,0.0083,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.206,0.0,0.0,0.0,0.0,0.0082,0.0106,-0.0082,-0.0106,9,10,0.0083,0.0093,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.256,0.0,0.0,0.0,0.0,0.0086,0.0101,-0.0086,-0.0101,9,10,0.0083,0.0093,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.306,0.0,0.0,0.0,0.0,0.0086,0.0101,-0.0086,-0.0101,10,11,0.0093,0.0102,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.356,0.0,0.0,0.0,0.0,0.0086,0.0101,-0.0086,-0.0101,10,11,0.0093,0.0102,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
