t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.112,0.0,-0.3,-0.045,0.045,0.0,0.0,-0.045,0.045,0,0,0.0,0.0,11.227429099173817,WELD_FOUND
2.162,0.0,-0.3,-0.045,0.045,0.0,0.0,-0.045,0.045,0,0,0.0,0.0,11.227429099173817,WELD_FOUND
2.212,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,-0.0037,0,1,0.0,0.0009,nan,NO_WELD
2.262,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,-0.0037,0,1,0.0,0.0009,nan,NO_WELD
2.312,0.0,-0.3,-0.045,0.045,0.0,0.0037,-0.045,0.0413,0,1,0.0,0.0009,13.620128889020263,WELD_FOUND
2.362,0.0,-0.3,-0.045,0.045,0.0,0.003,-0.045,0.042,0,1,0.0,0.0009,13.620128889020263,WELD_FOUND
2.412,0.0,0.0,0.0,0.0,0.0,0.003,0.0,-0.003,-1,2,0.0009,0.0019,nan,NO_WELD
2.462,0.0,0.0,0.0,0.0,0.0,0.003,0.0,-0.003,-1,2,0.0009,0.0019,nan,NO_WELD
2.512,0.0,-0.3,-0.045,0.045,-0.0025,0.0067,-0.0425,0.0383,-1,3,0.0009,0.0028,13.124898339285672,WELD_FOUND
2.562,0.0,-0.3,-0.045,0.045,-0.0025,0.0067,-0.0425,0.0383,-1,3,0.0009,0.0028,13.124898339285672,WELD_FOUND
2.612,0.0,-0.3,-0.045,0.045,-0.0052,0.0054,-0.0398,0.0396,-2,3,0.0019,0.0028,13.67808133658053,WELD_FOUND
2.662,0.0,-0.3,-0.045,0.045,-0.0052,0.0054,-0.0398,0.0396,-2,3,0.0019,0.0028,13.67808133658053,WELD_FOUND
2.712,0.0,-0.3,-0.045,0.045,-0.0052,0.0054,-0.0398,0.0396,-6,6,0.0056,0.0056,13.929376802749992,WELD_FOUND
2.762,0.0,-0.3,-0.045,0.045,-0.013,0.0106,-0.032,0.0344,-6,6,0.0056,0.0056,13.929376802749992,WELD_FOUND
2.812,0.0,-0.3,-0.045,0.045,-0.013,0.0106,-0.032,0.0344,-9,8,0.0083,0.0074,14.080320568312688,WELD_FOUND
2.862,0.0,-0.3,-0.045,0.045,-0.013,0.0106,-0.032,0.0344,-9,8,0.0083,0.0074,14.080320568312688,WELD_FOUND
2.912,0.0,-0.3,-0.045,0.045,-0.0226,0.0187,-0.0224,0.0263,-12,11,0.0111,0.0102,13.929376802749992,WELD_FOUND
2.962,0.0,-0.3,-0.045,0.045,-0.0226,0.0187,-0.0224,0.0263,-12,11,0.0111,0.0102,13.929376802749992,WELD_FOUND
3.012,0.0,-0.3,-0.045,0.045,-0.0226,0.0187,-0.0224,0.0263,-15,13,0.0139,0.012,13.929376802749992,WELD_FOUND
3.063,0.0,-0.3,-0.045,0.045,-0.021,0.0162,-0.024,0.0288,-15,13,0.0139,0.012,13.929376802749992,WELD_FOUND
3.112,0.0,-0.3,-0.045,0.045,-0.021,0.0162,-0.024,0.0288,-17,15,0.0158,0.0139,13.929376802749992,WELD_FOUND
3.162,0.0,-0.3,-0.045,0.045,-0.021,0.0162,-0.024,0.0288,-17,15,0.0158,0.0139,13.929376802749992,WELD_FOUND
3.212,0.0,-0.3,-0.045,0.045,-0.0225,0.0171,-0.0225,0.0279,-19,16,0.0176,0.0148,13.929376802749992,WELD_FOUND
3.262,0.0,-0.3,-0.045,0.045,-0.0225,0.0171,-0.0225,0.0279,-19,16,0.0176,0.0148,13.35119019045101,WELD_FOUND
3.312,0.0,-0.3,-0.045,0.045,-0.0246,0.0214,-0.0204,0.0236,-22,19,0.0204,0.0176,12.279024660582845,WELD_FOUND
3.362,0.0,-0.3,-0.045,0.045,-0.0246,0.0214,-0.0204,0.0236,-22,19,0.0204,0.0176,12.279024660582845,WELD_FOUND
3.412,0.0,-0.3,-0.045,0.045,-0.0246,0.0214,-0.0204,0.0236,-23,21,0.0213,0.0195,13.35119019045101,WELD_FOUND
3.462,0.0,-0.3,-0.045,0.045,-0.0172,0.0178,-0.0278,0.0272,-23,21,0.0213,0.0195,13.35119019045101,WELD_FOUND
3.512,0.0,-0.3,-0.045,0.045,-0.0172,0.0178,-0.0278,0.0272,-25,24,0.0232,0.0222,13.780022763716616,WELD_FOUND
