t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l,holding_r,holding_l,manual_pwm_mode,surface_mode
2.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,False,False,False,horizontal
2.226,0.04923388852918867,0.09053871780633926,0.06281469620013956,0.035653080858237776,0.0,0.0,0.0628,0.0357,0,0,0.0,0.0,0.35156592487770283,-1.2968716032072987,1.6484375280850014,WELD_FOUND,0.0,0.0,True,True,False,False,False,horizontal
2.276,0.04923388852918867,0.09053871780633926,0.06281469620013956,0.035653080858237776,0.0,0.0,0.0628,0.0357,0,0,0.0,0.0,0.35156592487770283,-1.2968716032072987,1.6484375280850014,WELD_FOUND,0.0,0.0,True,True,False,False,False,horizontal
2.327,0.04923388852918867,0.09053871780633926,0.06281469620013956,0.035653080858237776,0.0074,0.0025,0.0554,0.0332,3,1,0.0028,0.0009,0.7031284346608206,-1.2968716032072987,2.0000000378681193,WELD_FOUND,0.3739,0.2122,False,False,False,False,False,horizontal
2.376,0.04923388852918867,0.09053871780633926,0.06281469620013956,0.035653080858237776,0.0074,0.0025,0.0554,0.0332,3,1,0.0028,0.0009,0.7031284346608206,-1.2968716032072987,2.0000000378681193,WELD_FOUND,0.3739,0.2122,False,False,False,False,False,horizontal
2.426,0.04923388852918867,0.09053871780633926,0.06281469620013956,0.035653080858237776,0.0074,0.0025,0.0554,0.0332,10,9,0.0093,0.0083,1.4062534542270564,-1.2968716032072987,2.703125057434355,WELD_FOUND,0.3739,0.2122,False,False,False,False,False,horizontal
2.476,0.04923388852918867,0.09053871780633926,0.06281469620013956,0.035653080858237776,0.0218,0.0213,0.041,0.0144,10,9,0.0093,0.0083,1.4062534542270564,-1.2968716032072987,2.703125057434355,WELD_FOUND,0.3739,0.2122,False,False,False,False,False,horizontal
2.527,0.04923388852918867,0.09053871780633926,0.06281469620013956,0.035653080858237776,0.0218,0.0213,0.041,0.0144,20,18,0.0185,0.0167,1.054690917763512,-1.2968716032072987,2.351562520970811,WELD_FOUND,0.3739,0.2122,False,False,False,False,False,horizontal
2.576,0.04923388852918867,0.09053871780633926,0.06281469620013956,0.035653080858237776,0.0218,0.0213,0.041,0.0144,20,18,0.0185,0.0167,1.054690917763512,-1.2968716032072987,2.351562520970811,WELD_FOUND,0.3739,0.2122,False,False,False,False,False,horizontal
2.626,0.05246738620559737,0.06381424612319271,0.062039523124076276,0.042895249287118464,0.0575,0.0548,0.0045,-0.0119,28,26,0.0259,0.0241,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3693,0.2553,False,False,False,False,False,horizontal
2.676,0.05246738620559737,0.06381424612319271,0.062039523124076276,0.042895249287118464,0.0575,0.0548,0.0045,-0.0119,28,26,0.0259,0.0241,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3693,0.2553,False,False,False,False,False,horizontal
2.726,0.05312642558718886,0.06546201071033636,0.06294572719373931,0.04330712398063841,0.0642,0.0625,-0.0012,-0.0192,36,34,0.0334,0.0315,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3747,0.2578,False,False,False,False,False,horizontal
2.776,0.05312642558718886,0.06546201071033636,0.06294572719373931,0.04330712398063841,0.0642,0.0625,-0.0012,-0.0192,36,34,0.0334,0.0315,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3747,0.2578,False,False,False,False,False,horizontal
2.826,0.053258727057359546,0.0658967470414065,0.06314323911357052,0.043374215001148575,0.0608,0.0598,0.0024,-0.0164,42,40,0.0389,0.0371,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3759,0.2582,False,False,False,False,False,horizontal
2.876,0.053258727057359546,0.0658967470414065,0.06314323911357052,0.043374215001148575,0.0608,0.0598,0.0024,-0.0164,42,40,0.0389,0.0371,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3759,0.2582,False,False,False,False,False,horizontal
2.926,0.053285207095147766,0.06597593095629588,0.06318159673859215,0.043388817451703386,0.0608,0.0598,0.0024,-0.0164,48,46,0.0445,0.0426,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3761,0.2583,False,False,False,False,False,horizontal
2.976,0.053285207095147766,0.06597593095629588,0.06318159673859215,0.043388817451703386,0.0513,0.0507,0.0119,-0.0073,48,46,0.0445,0.0426,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3761,0.2583,False,False,False,False,False,horizontal
3.026,0.05329050389245558,0.06599115401873717,0.06318917699526616,0.043391830789645,0.0513,0.0507,0.0119,-0.0073,54,52,0.05,0.0482,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3761,0.2583,False,False,False,False,False,horizontal
3.076,0.05329050389245558,0.06599115401873717,0.06318917699526616,0.043391830789645,0.0513,0.0507,0.0119,-0.0073,54,52,0.05,0.0482,1.054690917763512,-0.9453090667437545,1.9999999845072665,WELD_FOUND,0.3761,0.2583,False,False,False,False,False,horizontal
3.13,0.053291563283507155,0.06599423155530998,0.06319069801680366,0.04339242855021066,0.0604,0.06,0.0028,-0.0166,60,58,0.0556,0.0538,1.4062534542270564,-0.9453090667437545,2.351562520970811,WELD_FOUND,0.3761,0.2583,False,False,False,False,False,horizontal
3.177,0.053291563283507155,0.06599423155530998,0.06319069801680366,0.04339242855021066,0.0604,0.06,0.0028,-0.0166,60,58,0.0556,0.0538,1.4062534542270564,-0.9453090667437545,2.351562520970811,WELD_FOUND,0.3761,0.2583,False,False,False,False,False,horizontal
3.226,0.05329177516298107,0.06599486695557231,0.06319100520631692,0.04339254511964523,0.0604,0.06,0.0028,-0.0166,66,63,0.0612,0.0584,1.4062534542270564,-0.9453090667437545,2.351562520970811,WELD_FOUND,0.3761,0.2583,False,False,False,False,False,horizontal
3.276,0.05329177516298107,0.06599486695557231,0.06319100520631692,0.04339254511964523,0.0511,0.0484,0.0121,-0.005,66,63,0.0612,0.0584,1.4062534542270564,-0.9453090667437545,2.351562520970811,WELD_FOUND,0.3761,0.2583,False,False,False,False,False,horizontal
3.326,0.056653854951999,0.038911679886667654,0.062490606934999145,0.05081710296899885,0.0511,0.0484,0.0114,0.0024,71,69,0.0658,0.0639,1.4062534542270564,-0.5937465302802102,1.9999999845072667,WELD_FOUND,0.372,0.3025,False,False,False,False,False,horizontal
3.376,0.056653854951999,0.038911679886667654,0.062490606934999145,0.05081710296899885,0.0511,0.0484,0.0114,0.0024,71,69,0.0658,0.0639,1.4062534542270564,-0.5937465302802102,1.9999999845072667,WELD_FOUND,0.372,0.3025,False,False,False,False,False,horizontal
3.426,0.05733861107201442,0.04096155701264417,0.06348284462391104,0.051194377520117795,0.0578,0.0587,0.0056,-0.0075,77,75,0.0714,0.0695,1.4062534542270564,-0.5937465302802102,1.9999999845072667,WELD_FOUND,0.3779,0.3047,False,False,False,False,False,horizontal
3.476,0.05733861107201442,0.04096155701264417,0.06348284462391104,0.051194377520117795,0.0578,0.0587,0.0056,-0.0075,77,75,0.0714,0.0695,1.4062534542270564,-0.5937465302802102,1.9999999845072667,WELD_FOUND,0.3779,0.3047,False,False,False,False,False,horizontal
3.527,0.05747605590250597,0.04135258442243748,0.06367894356587159,0.05127316823914035,0.0532,0.0611,0.0105,-0.0099,82,82,0.076,0.076,1.7578159906906006,-0.5937465302802102,2.351562520970811,WELD_FOUND,0.379,0.3052,False,False,False,False,False,horizontal
3.576,0.05747605590250597,0.04135258442243748,0.06367894356587159,0.05127316823914035,0.0532,0.0611,0.0105,-0.0099,82,82,0.076,0.076,1.7578159906906006,-0.5937465302802102,2.351562520970811,WELD_FOUND,0.379,0.3052,False,False,False,False,False,horizontal
