t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.393,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0,0,0.0,0.0,3.4150945850063755e-06,WELD_FOUND
2.443,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0,0,0.0,0.0,3.4150945850063755e-06,WELD_FOUND
2.493,0.08,0.0,0.08,0.08,0.0037,0.0074,0.0763,0.0726,1,2,0.0009,0.0019,3.4150945850063755e-06,WELD_FOUND
2.543,0.08,0.0,0.08,0.08,0.0037,0.0074,0.0763,0.0726,1,2,0.0009,0.0019,3.4150945850063755e-06,WELD_FOUND
2.593,0.06689852556911008,0.014942040602902204,0.0691398316595454,0.06465721947867475,0.0578,0.0601,0.0113,0.0046,16,17,0.0148,0.0158,-1.4062466240378864,WELD_FOUND
2.643,0.06689852556911008,0.014942040602902204,0.0691398316595454,0.06465721947867475,0.0578,0.0601,0.0113,0.0046,16,17,0.0148,0.0158,-1.4062466240378864,WELD_FOUND
2.693,0.062150404271049516,0.01774632509083486,0.06481235303467474,0.059488455507424286,0.0578,0.0601,0.007,-0.0006,27,30,0.025,0.0278,-1.4062466240378864,WELD_FOUND
2.743,0.062150404271049516,0.01774632509083486,0.06481235303467474,0.059488455507424286,0.0619,0.0682,0.0029,-0.0087,27,30,0.025,0.0278,-1.4062466240378864,WELD_FOUND
2.793,0.060300087900786725,0.01892319971883668,0.06313856785861223,0.05746160794296122,0.0619,0.0682,0.0013,-0.0107,35,38,0.0324,0.0352,-1.4062466240378864,WELD_FOUND
2.843,0.060300087900786725,0.01892319971883668,0.06313856785861223,0.05746160794296122,0.0668,0.0705,-0.0036,-0.0131,35,38,0.0324,0.0352,-1.4062466240378864,WELD_FOUND
2.893,0.06251567590838775,0.015724594448571664,0.0648743650756735,0.060156986741101995,0.0668,0.0705,-0.0019,-0.0104,40,43,0.0371,0.0399,-1.0546840875743422,WELD_FOUND
2.943,0.06251567590838775,0.015724594448571664,0.0648743650756735,0.060156986741101995,0.0586,0.0608,0.0063,-0.0007,40,43,0.0371,0.0399,-1.0546840875743422,WELD_FOUND
2.993,0.060443879959370686,0.018876559056180443,0.06327536381779775,0.05761239610094362,0.0586,0.0608,0.0047,-0.0032,47,49,0.0436,0.0454,-1.4062466240378864,WELD_FOUND
3.043,0.060443879959370686,0.018876559056180443,0.06327536381779775,0.05761239610094362,0.0586,0.0608,0.0047,-0.0032,47,49,0.0436,0.0454,-1.4062466240378864,WELD_FOUND
