t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.107,-0.03,0.0,-0.03,-0.03,0.0,0.0,-0.03,-0.03,0,0,0.0,0.0,nan,UNKNOWN
2.157,-0.03,0.0,-0.03,-0.03,0.0,0.0,-0.03,-0.03,0,0,0.0,0.0,nan,UNKNOWN
2.207,-0.03,0.0,-0.03,-0.03,0.0,0.0,-0.03,-0.03,-1,-1,0.0009,0.0009,nan,UNKNOWN
2.257,-0.03,0.0,-0.03,-0.03,-0.0025,-0.0025,-0.0275,-0.0275,-1,-1,0.0009,0.0009,nan,UNKNOWN
2.307,-0.03,0.0,-0.03,-0.03,-0.0025,-0.0025,-0.0275,-0.0275,-5,-5,0.0046,0.0046,nan,UNKNOWN
2.357,-0.03,0.0,-0.03,-0.03,-0.0025,-0.0025,-0.0275,-0.0275,-5,-5,0.0046,0.0046,nan,UNKNOWN
2.407,-0.03,0.0,-0.03,-0.03,-0.0213,-0.0237,-0.0087,-0.0063,-9,-10,0.0083,0.0093,nan,UNKNOWN
2.457,-0.03,0.0,-0.03,-0.03,-0.0213,-0.0237,-0.0087,-0.0063,-9,-10,0.0083,0.0093,nan,UNKNOWN
2.507,-0.03,0.0,-0.03,-0.03,-0.0213,-0.0237,-0.0087,-0.0063,-13,-14,0.012,0.013,nan,UNKNOWN
2.557,-0.03,0.0,-0.03,-0.03,-0.0226,-0.0241,-0.0074,-0.0059,-13,-14,0.012,0.013,nan,UNKNOWN
2.607,-0.03,0.0,-0.03,-0.03,-0.0226,-0.0241,-0.0074,-0.0059,-17,-17,0.0158,0.0158,nan,UNKNOWN
2.657,-0.03,0.0,-0.03,-0.03,-0.0284,-0.0256,-0.0016,-0.0044,-17,-17,0.0158,0.0158,nan,UNKNOWN
2.707,-0.03,0.0,-0.03,-0.03,-0.0284,-0.0256,-0.0016,-0.0044,-20,-21,0.0185,0.0195,nan,UNKNOWN
2.757,-0.03,0.0,-0.03,-0.03,-0.0282,-0.0302,-0.0018,0.0002,-20,-21,0.0185,0.0195,nan,UNKNOWN
2.807,-0.03,0.0,-0.03,-0.03,-0.0282,-0.0302,-0.0018,0.0002,-23,-24,0.0213,0.0222,nan,UNKNOWN
2.857,-0.03,0.0,-0.03,-0.03,-0.0282,-0.0302,-0.0018,0.0002,-23,-24,0.0213,0.0222,nan,UNKNOWN
2.907,-0.03,0.0,-0.03,-0.03,-0.0342,-0.0329,0.0042,0.0029,-27,-27,0.025,0.025,nan,UNKNOWN
