t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l,holding_r,holding_l,manual_pwm_mode,surface_mode
2.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,horizontal
2.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,horizontal
2.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,horizontal
2.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,horizontal
2.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,horizontal
2.416,0.04160003567811577,0.05,0.04910003567811577,0.03410003567811577,0.0,0.0,0.0491,0.0341,0,0,0.0,0.0,3.4150945850063755e-06,-1.9999965694126816,1.9999999845072665,WELD_FOUND,0.0,0.0,True,True,False,False,False,horizontal
2.466,0.04160003567811577,0.05,0.04910003567811577,0.03410003567811577,0.0,0.0,0.0491,0.0341,0,0,0.0,0.0,3.4150945850063755e-06,-1.9999965694126816,1.9999999845072665,WELD_FOUND,0.0,0.0,True,True,False,False,False,horizontal
2.516,0.04160003567811577,0.1,0.05660003567811577,0.026600035678115773,0.0,0.0,0.0566,0.0266,0,1,0.0,0.0009,3.4150945850063755e-06,-1.9999965694126816,1.9999999845072665,WELD_FOUND,0.0,0.0,True,True,False,False,False,horizontal
2.566,0.04160003567811577,0.1,0.05660003567811577,0.026600035678115773,0.0,0.0,0.0566,0.0266,0,1,0.0,0.0009,3.4150945850063755e-06,-1.9999965694126816,1.9999999845072665,WELD_FOUND,0.0,0.0,True,True,False,False,False,horizontal
2.616,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.0247,0.0272,0.0379,-0.0065,10,11,0.0093,0.0102,-0.35155909468853286,-1.9999965694126816,1.6484374747241488,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
2.666,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.0247,0.0272,0.0379,-0.0065,10,11,0.0093,0.0102,-0.35155909468853286,-1.9999965694126816,1.6484374747241488,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
2.716,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.0247,0.0272,0.0379,-0.0065,21,22,0.0195,0.0204,3.4150945850063755e-06,-1.9999965694126816,1.9999999845072665,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
2.766,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.042,0.0435,0.0205,-0.0228,21,22,0.0195,0.0204,3.4150945850063755e-06,-1.9999965694126816,1.9999999845072665,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
2.816,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.042,0.0435,0.0205,-0.0228,30,31,0.0278,0.0287,3.4150945850063755e-06,-1.9999965694126816,1.9999999845072665,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
2.866,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.0586,0.0595,0.004,-0.0388,30,31,0.0278,0.0287,3.4150945850063755e-06,-1.9999965694126816,1.9999999845072665,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
2.916,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.0586,0.0595,0.004,-0.0388,36,34,0.0334,0.0315,0.35156592487770283,-1.9999965694126816,2.3515624942903846,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
2.966,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.0586,0.0595,0.004,-0.0388,36,34,0.0334,0.0315,0.35156592487770283,-1.9999965694126816,2.3515624942903846,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
3.016,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.0524,0.0431,0.0101,-0.0224,37,34,0.0343,0.0315,0.7031284346608206,-1.9999965694126816,2.7031250040735024,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
3.066,0.04160003567811577,0.13962610065937042,0.06254395077702134,0.02065612057921021,0.0524,0.0431,0.0101,-0.0224,37,34,0.0343,0.0315,0.7031284346608206,-1.9999965694126816,2.7031250040735024,WELD_FOUND,0.3723,0.123,False,False,False,False,False,horizontal
3.119,0.04457645326209165,0.11262137733401756,0.061469659862194284,0.027683246661989017,0.0419,0.0345,0.0195,-0.0068,37,34,0.0343,0.0315,1.054690917763512,-1.6484340329491372,2.703124950712649,WELD_FOUND,0.3659,0.1648,False,False,False,False,False,horizontal
3.166,0.04457645326209165,0.11262137733401756,0.061469659862194284,0.027683246661989017,0.0419,0.0345,0.0195,-0.0068,37,34,0.0343,0.0315,1.054690917763512,-1.6484340329491372,2.703124950712649,WELD_FOUND,0.3659,0.1648,False,False,False,False,False,horizontal
3.216,0.04828389171566949,0.08764789579272157,0.06143107608457773,0.035136707346761255,0.0419,0.0345,0.0195,0.0007,38,35,0.0352,0.0324,1.054690917763512,-1.2968716032072987,2.351562520970811,WELD_FOUND,0.3657,0.2091,False,False,False,False,False,horizontal
3.266,0.04828389171566949,0.08764789579272157,0.06143107608457773,0.035136707346761255,0.0276,0.0232,0.0338,0.012,38,35,0.0352,0.0324,1.054690917763512,-1.2968716032072987,2.351562520970811,WELD_FOUND,0.3657,0.2091,False,False,False,False,False,horizontal
