t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld
2.149,0.005,0.1,0.02,-0.009999999999999998,0.0,0.0,0.02,-0.01,0,0,0.0,0.0,-9.140621892627331,-8.26171571155103,-0.8789061810763013,WELD_FOUND
2.199,0.005,0.1,0.02,-0.009999999999999998,0.0,0.0,0.02,-0.01,0,0,0.0,0.0,-9.140621892627331,-8.26171571155103,-0.8789061810763013,WELD_FOUND
2.249,0.005,0.15000000000000002,0.027500000000000004,-0.0175,0.0,0.0,0.0275,-0.0175,0,0,0.0,0.0,-9.843747178997832,-9.140621892627331,-0.7031252863705006,WELD_FOUND
2.299,0.005,0.15000000000000002,0.027500000000000004,-0.0175,0.0,0.0,0.0275,-0.0175,1,0,0.0009,0.0,-9.843747178997832,-9.140621892627331,-0.7031252863705006,WELD_FOUND
2.349,0.005,0.2,0.034999999999999996,-0.024999999999999998,0.0,0.0,0.035,-0.025,1,0,0.0009,0.0,-9.492184535812582,-9.316402787333134,-0.17578174847944794,WELD_FOUND
2.399,0.005,0.2,0.034999999999999996,-0.024999999999999998,0.0074,-0.0025,0.0276,-0.0225,3,-1,0.0028,0.0009,-9.492184535812582,-9.316402787333134,-0.17578174847944794,WELD_FOUND
2.449,0.005,0.25,0.042499999999999996,-0.0325,0.0074,-0.0025,0.0351,-0.03,3,-1,0.0028,0.0009,-9.492184535812582,-9.492184535812582,0.0,WELD_FOUND
2.499,0.005,0.25,0.042499999999999996,-0.0325,0.0119,-0.0025,0.0306,-0.03,5,-1,0.0046,0.0009,-9.492184535812582,-9.492184535812582,0.0,WELD_FOUND
2.549,0.005,0.3,0.049999999999999996,-0.04,0.0119,-0.002,0.0381,-0.038,5,-1,0.0046,0.0009,-8.085933963071582,-9.492184535812582,1.4062505727409995,WELD_FOUND
2.599,0.005,0.3,0.049999999999999996,-0.04,0.0119,-0.002,0.0381,-0.038,5,-1,0.0046,0.0009,-8.085933963071582,-9.492184535812582,1.4062505727409995,WELD_FOUND
2.649,0.005,0.3,0.049999999999999996,-0.04,0.0095,-0.0016,0.0405,-0.0384,5,-1,0.0046,0.0009,-7.7343721736599775,-9.492184535812582,1.7578123621526043,WELD_FOUND
2.699,0.005,0.3,0.049999999999999996,-0.04,0.0095,-0.0016,0.0405,-0.0384,8,-1,0.0074,0.0009,-7.7343721736599775,-9.492184535812582,1.7578123621526043,WELD_FOUND
2.749,0.005,0.3,0.049999999999999996,-0.04,0.0168,-0.0013,0.0332,-0.0387,8,-1,0.0074,0.0009,-8.43749660625683,-8.43749660625683,0.0,WELD_FOUND
2.799,0.005,0.3,0.049999999999999996,-0.04,0.0168,-0.0013,0.0332,-0.0387,12,-1,0.0111,0.0009,-8.43749660625683,-8.43749660625683,0.0,WELD_FOUND
2.849,0.005,0.3,0.049999999999999996,-0.04,0.0249,-0.001,0.0251,-0.039,12,-1,0.0111,0.0009,-9.843747178997832,-8.43749660625683,-1.4062505727410013,WELD_FOUND
