t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld
2.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.4150945850063755e-06,nan,nan,UNKNOWN
2.165,0.035,0.0,0.035,0.035,0.0,0.0,0.035,0.035,0,0,0.0,0.0,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND
2.215,0.035,0.0,0.035,0.035,0.0,0.0,0.035,0.035,0,0,0.0,0.0,-0.35155909468853286,3.4150945850063755e-06,-0.35156250978311787,WELD_FOUND
2.266,0.035,0.0,0.035,0.035,0.0,0.0,0.035,0.035,0,0,0.0,0.0,-0.35155909468853286,3.4150945850063755e-06,-0.35156250978311787,WELD_FOUND
2.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0.0046,0.0046,-0.35155909468853286,nan,nan,NO_WELD
2.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0.0046,0.0046,-0.35155909468853286,nan,nan,NO_WELD
2.666,0.035,0.0,0.035,0.035,0.0114,0.0105,0.0236,0.0245,12,11,0.0111,0.0102,-0.35155909468853286,3.4150945850063755e-06,-0.35156250978311787,WELD_FOUND
2.716,0.035,0.0,0.035,0.035,0.0114,0.0105,0.0236,0.0245,12,11,0.0111,0.0102,0.35156592487770283,3.4150945850063755e-06,0.3515625097831178,WELD_FOUND
2.766,0.035,0.0,0.035,0.035,0.0091,0.0084,0.0259,0.0266,12,11,0.0111,0.0102,0.35156592487770283,3.4150945850063755e-06,0.3515625097831178,WELD_FOUND
2.815,0.035,0.0,0.035,0.035,0.0091,0.0084,0.0259,0.0266,14,14,0.013,0.013,0.35156592487770283,3.4150945850063755e-06,0.3515625097831178,WELD_FOUND
2.865,0.035,0.0,0.035,0.035,0.0091,0.0084,0.0259,0.0266,14,14,0.013,0.013,0.35156592487770283,3.4150945850063755e-06,0.3515625097831178,WELD_FOUND
2.915,0.035,0.0,0.035,0.035,0.0253,0.0273,0.0097,0.0077,20,20,0.0185,0.0185,0.35156592487770283,3.4150945850063755e-06,0.3515625097831178,WELD_FOUND
