t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l,holding_r,holding_l,manual_pwm_mode
2.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.207,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,-0.0037,0,1,0.0,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.256,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,-0.0037,0,1,0.0,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.306,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,-0.0037,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.356,0.0,0.0,0.0,0.0,0.0025,0.003,-0.0025,-0.003,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.406,0.0,0.0,0.0,0.0,0.0025,0.003,-0.0025,-0.003,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.456,0.0,0.0,0.0,0.0,0.002,0.003,-0.002,-0.003,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.506,0.0,0.0,0.0,0.0,0.002,0.0024,-0.002,-0.0024,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.556,0.0,0.0,0.0,0.0,0.002,0.0024,-0.002,-0.0024,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.606,0.0,0.0,0.0,0.0,0.0016,0.0019,-0.0016,-0.0019,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.657,0.0,0.0,0.0,0.0,0.0016,0.0019,-0.0016,-0.0019,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.706,0.0,0.0,0.0,0.0,0.0016,0.0019,-0.0016,-0.0019,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.756,0.0,0.0,0.0,0.0,0.0013,0.0015,-0.0013,-0.0015,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.807,0.0,0.0,0.0,0.0,0.0013,0.0015,-0.0013,-0.0015,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.856,0.0,0.0,0.0,0.0,0.001,0.0012,-0.001,-0.0012,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.906,0.0,0.0,0.0,0.0,0.001,0.0012,-0.001,-0.0012,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
2.956,0.0,0.0,0.0,0.0,0.001,0.0012,-0.001,-0.0012,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
3.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009,0.0009,nan,nan,nan,UNKNOWN,0.0,0.0,False,False,True,True,False
