t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.108,0.0,0.3,0.045,-0.045,0.0,0.0,0.045,-0.045,0,0,0.0,0.0,-10.565919301642559,WELD_FOUND
2.158,0.0,0.3,0.045,-0.045,0.0,0.0,0.045,-0.045,0,0,0.0,0.0,-10.565919301642559,WELD_FOUND
2.208,0.0,0.3,0.045,-0.045,0.0,0.0,0.045,-0.045,1,1,0.0009,0.0009,-10.565919301642559,WELD_FOUND
2.258,0.0,0.3,0.045,-0.045,0.0025,0.0025,0.0425,-0.0475,1,1,0.0009,0.0009,-10.565919301642559,WELD_FOUND
2.308,0.0,0.3,0.045,-0.045,0.0025,0.0025,0.0425,-0.0475,5,-1,0.0046,0.0009,-10.565919301642559,WELD_FOUND
2.358,0.0,0.3,0.045,-0.045,0.0163,-0.0059,0.0287,-0.0391,5,-1,0.0046,0.0009,-10.565919301642559,WELD_FOUND
2.408,0.005,0.3,0.049999999999999996,-0.04,0.0163,-0.0059,0.0337,-0.0341,9,-4,0.0083,0.0037,-8.131389725771662,WELD_FOUND
2.458,0.005,0.3,0.049999999999999996,-0.04,0.0246,-0.0147,0.0254,-0.0253,9,-4,0.0083,0.0037,-8.131389725771662,WELD_FOUND
2.508,0.005,0.3,0.049999999999999996,-0.04,0.0246,-0.0147,0.0254,-0.0253,12,-7,0.0111,0.0065,-8.131389725771662,WELD_FOUND
2.558,0.005,0.3,0.049999999999999996,-0.04,0.0246,-0.0147,0.0254,-0.0253,12,-7,0.0111,0.0065,-8.131389725771662,WELD_FOUND
2.608,0.005,0.3,0.049999999999999996,-0.04,0.0296,-0.0212,0.0204,-0.0188,15,-9,0.0139,0.0083,-8.131389725771662,WELD_FOUND
2.658,0.005,0.3,0.049999999999999996,-0.04,0.0296,-0.0212,0.0204,-0.0188,15,-9,0.0139,0.0083,-8.131389725771662,WELD_FOUND
2.708,0.0,0.3,0.045,-0.045,0.0296,-0.0212,0.0154,-0.0238,19,-11,0.0176,0.0102,-10.878968215645399,WELD_FOUND
2.758,0.0,0.3,0.045,-0.045,0.0276,-0.0176,0.0174,-0.0274,19,-11,0.0176,0.0102,-10.878968215645399,WELD_FOUND
2.808,0.0,0.3,0.045,-0.045,0.0276,-0.0176,0.0174,-0.0274,22,-13,0.0204,0.012,-10.878968215645399,WELD_FOUND
2.858,0.0,0.3,0.045,-0.045,0.0277,-0.018,0.0173,-0.027,22,-13,0.0204,0.012,-10.878968215645399,WELD_FOUND
2.908,0.0,0.3,0.045,-0.045,0.0277,-0.018,0.0173,-0.027,24,-16,0.0222,0.0148,-10.878968215645399,WELD_FOUND
2.958,0.0,0.3,0.045,-0.045,0.0277,-0.018,0.0173,-0.027,24,-16,0.0222,0.0148,-10.878968215645399,WELD_FOUND
3.008,0.0,0.3,0.045,-0.045,0.029,-0.0232,0.016,-0.0218,27,-18,0.025,0.0167,-11.420504886631738,COASTING_MEMORY_LOCK
3.06,0.0,0.3,0.045,-0.045,0.029,-0.0232,0.016,-0.0218,27,-18,0.025,0.0167,-11.420504886631738,COASTING_MEMORY_LOCK
3.108,0.0,0.3,0.045,-0.045,0.029,-0.0232,0.016,-0.0218,28,-21,0.0259,0.0195,-11.420504886631738,WELD_FOUND
3.158,0.0,0.3,0.045,-0.045,0.0199,-0.0213,0.0251,-0.0237,28,-21,0.0259,0.0195,-11.420504886631738,WELD_FOUND
3.208,0.0,0.3,0.045,-0.045,0.0199,-0.0213,0.0251,-0.0237,30,-24,0.0278,0.0222,-12.241068445591438,COASTING_MEMORY_LOCK
3.258,0.0,0.3,0.045,-0.045,0.0193,-0.0239,0.0257,-0.0211,30,-24,0.0278,0.0222,-12.241068445591438,COASTING_MEMORY_LOCK
3.308,0.0,0.3,0.045,-0.045,0.0193,-0.0239,0.0257,-0.0211,33,-26,0.0306,0.0241,-12.241068445591438,WELD_FOUND
3.358,0.0,0.3,0.045,-0.045,0.0227,-0.0218,0.0223,-0.0232,33,-26,0.0306,0.0241,-12.241068445591438,WELD_FOUND
3.408,0.0,0.3,0.045,-0.045,0.0227,-0.0218,0.0223,-0.0232,36,-29,0.0334,0.0269,-12.241068445591438,WELD_FOUND
3.458,0.0,0.3,0.045,-0.045,0.0227,-0.0218,0.0223,-0.0232,36,-29,0.0334,0.0269,-12.241068445591438,WELD_FOUND
3.508,0.005,0.2934370879928922,0.049015563198933826,-0.03901556319893383,0.0285,-0.0254,0.0206,-0.0136,39,-31,0.0361,0.0287,-7.928824244235655,WELD_FOUND
3.558,0.005,0.2934370879928922,0.049015563198933826,-0.03901556319893383,0.0285,-0.0254,0.0206,-0.0136,39,-31,0.0361,0.0287,-7.928824244235655,WELD_FOUND
3.608,0.005,0.3,0.049999999999999996,-0.04,0.0282,-0.0227,0.0218,-0.0173,42,-33,0.0389,0.0306,-7.928824244235655,COASTING_MEMORY_LOCK
3.658,0.005,0.3,0.049999999999999996,-0.04,0.0282,-0.0227,0.0218,-0.0173,42,-33,0.0389,0.0306,-7.928824244235655,COASTING_MEMORY_LOCK
3.708,0.005,0.3,0.049999999999999996,-0.04,0.028,-0.021,0.022,-0.019,45,-35,0.0417,0.0324,-7.928824244235655,WELD_FOUND
3.758,0.005,0.3,0.049999999999999996,-0.04,0.028,-0.021,0.022,-0.019,45,-35,0.0417,0.0324,-7.928824244235655,WELD_FOUND
3.808,0.0053203296951650466,0.2175337371950909,0.03795039027442868,-0.027309730884098587,0.028,-0.021,0.0099,-0.0063,47,-36,0.0436,0.0334,-5.635634761067595,WELD_FOUND
3.858,0.0053203296951650466,0.2175337371950909,0.03795039027442868,-0.027309730884098587,0.0218,-0.0151,0.0162,-0.0122,47,-36,0.0436,0.0334,-5.635634761067595,WELD_FOUND
