t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.107,0.0,-0.3,-0.045,0.045,0.0,0.0,-0.045,0.045,0,0,0.0,0.0,81.91406939518023,WELD_FOUND
2.157,0.0,-0.3,-0.045,0.045,0.0,0.0,-0.045,0.045,0,0,0.0,0.0,81.91406939518023,WELD_FOUND
2.207,0.0,-0.3,-0.045,0.045,0.0,0.0,-0.045,0.045,0,1,0.0,0.0009,81.56250589822133,WELD_FOUND
2.257,0.0,-0.3,-0.045,0.045,0.0,0.0025,-0.045,0.0425,0,1,0.0,0.0009,81.56250589822133,WELD_FOUND
2.307,0.0,-0.3,-0.045,0.045,0.0,0.0025,-0.045,0.0425,0,2,0.0,0.0019,81.91406939518023,WELD_FOUND
2.357,0.0,-0.3,-0.045,0.045,0.0,0.0025,-0.045,0.0425,0,2,0.0,0.0019,81.91406939518023,WELD_FOUND
2.407,0.0,-0.3,-0.045,0.045,-0.0074,0.0089,-0.0376,0.0361,-3,4,0.0028,0.0037,82.26563289213912,WELD_FOUND
2.457,0.0,-0.3,-0.045,0.045,-0.0074,0.0089,-0.0376,0.0361,-3,4,0.0028,0.0037,82.26563289213912,WELD_FOUND
2.507,0.0,-0.3,-0.045,0.045,-0.0156,0.0165,-0.0294,0.0285,-6,7,0.0056,0.0065,81.91406939518023,WELD_FOUND
2.557,0.0,-0.3,-0.045,0.045,-0.0156,0.0165,-0.0294,0.0285,-6,7,0.0056,0.0065,81.91406939518023,WELD_FOUND
2.607,0.0,-0.3,-0.045,0.045,-0.0156,0.0165,-0.0294,0.0285,-9,9,0.0083,0.0083,82.26563289213912,WELD_FOUND
2.657,0.0,-0.3,-0.045,0.045,-0.0168,0.0148,-0.0282,0.0302,-9,9,0.0083,0.0083,82.26563289213912,WELD_FOUND
2.707,0.0,-0.3,-0.045,0.045,-0.0168,0.0148,-0.0282,0.0302,-12,13,0.0111,0.012,81.21094240126244,WELD_FOUND
2.757,0.0,-0.3,-0.045,0.045,-0.0168,0.0148,-0.0282,0.0302,-12,13,0.0111,0.012,81.21094240126244,WELD_FOUND
2.807,0.0,-0.3,-0.045,0.045,-0.0249,0.0237,-0.0201,0.0213,-15,15,0.0139,0.0139,83.67188004978554,WELD_FOUND
2.857,0.0,-0.3,-0.045,0.045,-0.0249,0.0237,-0.0201,0.0213,-15,15,0.0139,0.0139,83.67188004978554,WELD_FOUND
2.907,0.0,-0.3,-0.045,0.045,-0.0223,0.0254,-0.0227,0.0196,-17,18,0.0158,0.0167,85.42969070439085,WELD_FOUND
2.957,0.0,-0.3,-0.045,0.045,-0.0223,0.0254,-0.0227,0.0196,-17,18,0.0158,0.0167,85.42969070439085,WELD_FOUND
3.007,0.0,-0.3,-0.045,0.045,-0.0245,0.0189,-0.0205,0.0261,-20,19,0.0185,0.0176,86.48438119526755,WELD_FOUND
3.059,0.0,-0.3,-0.045,0.045,-0.0245,0.0189,-0.0205,0.0261,-20,19,0.0185,0.0176,86.48438119526755,WELD_FOUND
3.107,0.0,-0.3,-0.045,0.045,-0.0258,0.0188,-0.0192,0.0262,-23,21,0.0213,0.0195,86.48438119526755,WELD_FOUND
3.157,0.0,-0.3,-0.045,0.045,-0.0258,0.0188,-0.0192,0.0262,-23,21,0.0213,0.0195,86.48438119526755,WELD_FOUND
3.207,0.0,-0.3,-0.045,0.045,-0.0258,0.0188,-0.0192,0.0262,-25,24,0.0232,0.0222,86.48438119526755,WELD_FOUND
3.257,0.0,-0.3,-0.045,0.045,-0.0204,0.0187,-0.0246,0.0263,-25,24,0.0232,0.0222,86.48438119526755,WELD_FOUND
3.307,0.0,-0.3,-0.045,0.045,-0.0204,0.0187,-0.0246,0.0263,-27,27,0.025,0.025,86.48438119526755,WELD_FOUND
