t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld
2.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,UNKNOWN
2.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND
2.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND
2.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.35155909468853286,nan,nan,NO_WELD
2.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.35155909468853286,nan,nan,NO_WELD
2.367,0.03258234416615065,0.015339659294113519,0.034883293060267676,0.03028139527203362,0.0,0.0,0.0349,0.0303,0,0,0.0,0.0,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND
2.417,0.03258234416615065,0.015339659294113519,0.034883293060267676,0.03028139527203362,0.0,0.0,0.0349,0.0303,0,0,0.0,0.0,-0.35155909468853286,-0.35155909468853286,0.0,WELD_FOUND
2.467,0.035,0.0,0.035,0.035,0.0,0.0,0.035,0.035,0,0,0.0,0.0,3.4150945850063755e-06,-0.17577783979697392,0.17578125489155894,WELD_FOUND
2.517,0.035,0.0,0.035,0.035,0.0099,0.0099,0.0251,0.0251,4,4,0.0037,0.0037,3.4150945850063755e-06,-0.17577783979697392,0.17578125489155894,WELD_FOUND
2.567,0.0,0.0,0.0,0.0,0.0099,0.0099,-0.0099,-0.0099,4,4,0.0037,0.0037,3.4150945850063755e-06,nan,nan,NO_WELD
2.617,0.0,0.0,0.0,0.0,0.0099,0.0099,-0.0099,-0.0099,10,10,0.0093,0.0093,3.4150945850063755e-06,nan,nan,NO_WELD
2.667,0.0,0.0,0.0,0.0,0.0208,0.0208,-0.0208,-0.0208,10,10,0.0093,0.0093,3.4150945850063755e-06,nan,nan,NO_WELD
2.717,0.0,0.0,0.0,0.0,0.0208,0.0208,-0.0208,-0.0208,11,13,0.0102,0.012,3.4150945850063755e-06,nan,nan,NO_WELD
2.767,0.033346541927999546,-0.012521457185602759,0.03146832335015913,0.03522476050583996,0.0162,0.0236,0.0153,0.0116,11,13,0.0102,0.012,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND
2.817,0.033346541927999546,-0.012521457185602759,0.03146832335015913,0.03522476050583996,0.0162,0.0236,0.0153,0.0116,11,12,0.0102,0.0111,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND
2.867,0.0,0.0,0.0,0.0,0.0162,0.0236,-0.0162,-0.0236,11,12,0.0102,0.0111,0.35156592487770283,nan,nan,NO_WELD
2.917,0.0,0.0,0.0,0.0,0.0146,0.0166,-0.0146,-0.0166,13,14,0.012,0.013,0.35156592487770283,nan,nan,NO_WELD
2.967,0.03273443806411516,-0.015539211543871641,0.030403556332534415,0.03506531979569591,0.0146,0.0166,0.0158,0.0184,13,14,0.012,0.013,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND
3.017,0.03273443806411516,-0.015539211543871641,0.030403556332534415,0.03506531979569591,0.0146,0.0166,0.0158,0.0184,14,16,0.013,0.0148,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND
3.068,0.0,0.0,0.0,0.0,0.0113,0.0149,-0.0113,-0.0149,14,16,0.013,0.0148,0.35156592487770283,nan,nan,NO_WELD
3.117,0.0,0.0,0.0,0.0,0.0113,0.0149,-0.0113,-0.0149,17,19,0.0158,0.0176,0.35156592487770283,nan,nan,NO_WELD
3.167,0.0,0.0,0.0,0.0,0.0113,0.0149,-0.0113,-0.0149,17,19,0.0158,0.0176,0.35156592487770283,nan,nan,NO_WELD
3.217,0.0,0.0,0.0,0.0,0.0166,0.0213,-0.0166,-0.0213,18,21,0.0167,0.0195,0.35156592487770283,nan,nan,NO_WELD
3.267,0.032612697691376154,-0.01530128771137565,0.030317504534669807,0.034907890848082504,0.0166,0.0213,0.0137,0.0136,18,21,0.0167,0.0195,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND
3.317,0.032612697691376154,-0.01530128771137565,0.030317504534669807,0.034907890848082504,0.0166,0.0213,0.0137,0.0136,17,21,0.0158,0.0195,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND
3.367,0.0,0.0,0.0,0.0,0.0075,0.017,-0.0075,-0.017,17,21,0.0158,0.0195,0.35156592487770283,nan,nan,NO_WELD
3.417,0.0,0.0,0.0,0.0,0.0075,0.017,-0.0075,-0.017,19,24,0.0176,0.0222,0.35156592487770283,nan,nan,NO_WELD
3.467,0.0,0.0,0.0,0.0,0.0119,0.0213,-0.0119,-0.0213,19,24,0.0176,0.0222,0.35156592487770283,nan,nan,NO_WELD
3.517,0.0,0.0,0.0,0.0,0.0119,0.0213,-0.0119,-0.0213,20,24,0.0185,0.0222,0.35156592487770283,nan,nan,NO_WELD
3.567,0.028899693764442066,-0.04477196646997895,0.022183898793945223,0.03561548873493891,0.0109,0.0171,0.0113,0.0185,20,24,0.0185,0.0222,1.054690917763512,1.054690917763512,0.0,WELD_FOUND
3.617,0.028899693764442066,-0.04477196646997895,0.022183898793945223,0.03561548873493891,0.0109,0.0171,0.0113,0.0185,20,24,0.0185,0.0222,1.054690917763512,1.054690917763512,0.0,WELD_FOUND
3.667,0.0,0.0,0.0,0.0,0.0109,0.0171,-0.0109,-0.0171,20,24,0.0185,0.0222,1.054690917763512,nan,nan,NO_WELD
3.717,0.0,0.0,0.0,0.0,0.0139,0.0177,-0.0139,-0.0177,23,27,0.0213,0.025,1.054690917763512,nan,nan,NO_WELD
3.767,0.0,0.0,0.0,0.0,0.0139,0.0177,-0.0139,-0.0177,23,27,0.0213,0.025,1.054690917763512,nan,nan,NO_WELD
3.817,0.0,0.0,0.0,0.0,0.0158,0.018,-0.0158,-0.018,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
3.867,0.0,0.0,0.0,0.0,0.0158,0.018,-0.0158,-0.018,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
3.917,0.0,0.0,0.0,0.0,0.0158,0.018,-0.0158,-0.018,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
3.967,0.0,0.0,0.0,0.0,0.0126,0.0144,-0.0126,-0.0144,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
4.017,0.0,0.0,0.0,0.0,0.0126,0.0144,-0.0126,-0.0144,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
4.069,0.0,0.0,0.0,0.0,0.0126,0.0144,-0.0126,-0.0144,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
4.117,0.0,0.0,0.0,0.0,0.0101,0.0115,-0.0101,-0.0115,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
4.167,0.0,0.0,0.0,0.0,0.0101,0.0115,-0.0101,-0.0115,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
4.217,0.0,0.0,0.0,0.0,0.0081,0.0092,-0.0081,-0.0092,25,29,0.0232,0.0269,1.054690917763512,nan,nan,NO_WELD
4.267,0.0,0.0,0.0,0.0,0.0081,0.0092,-0.0081,-0.0092,25,29,0.0232,0.0269,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND
4.317,0.0,0.0,0.0,0.0,0.0081,0.0092,-0.0081,-0.0092,25,29,0.0232,0.0269,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND
4.367,0.0,0.0,0.0,0.0,0.0065,0.0074,-0.0065,-0.0074,25,29,0.0232,0.0269,1.4062534542270564,nan,nan,NO_WELD
4.417,0.0,0.0,0.0,0.0,0.0065,0.0074,-0.0065,-0.0074,25,29,0.0232,0.0269,1.4062534542270564,nan,nan,NO_WELD
4.467,0.03025113731584426,-0.03273170757671712,0.025341381179336694,0.03516089345235183,0.0052,0.0059,0.0202,0.0293,25,29,0.0232,0.0269,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND
