t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.51,0.0,0.3,0.045,-0.045,0.0,0.0,0.045,-0.045,0,0,0.0,0.0,-12.403457046882137,WELD_FOUND
2.56,0.0,0.3,0.045,-0.045,0.0,0.0,0.045,-0.045,0,0,0.0,0.0,-12.403457046882137,WELD_FOUND
2.61,0.0,0.3,0.045,-0.045,0.0025,0.0,0.0425,-0.045,1,0,0.0009,0.0,-12.403457046882137,WELD_FOUND
2.66,0.0,0.3,0.045,-0.045,0.0025,0.0,0.0425,-0.045,1,0,0.0009,0.0,-12.403457046882137,WELD_FOUND
2.71,0.0,0.3,0.045,-0.045,0.0025,0.0,0.0425,-0.045,1,-2,0.0009,0.0019,-12.403457046882137,WELD_FOUND
2.76,0.0,0.3,0.045,-0.045,0.002,-0.0049,0.043,-0.0401,1,-2,0.0009,0.0019,-12.403457046882137,WELD_FOUND
2.81,0.005,0.23818362795050546,0.040727544192575814,-0.030727544192575815,0.002,-0.0049,0.0387,-0.0258,4,-6,0.0037,0.0056,-6.966117191571998,COASTING_MEMORY_LOCK
2.86,0.005,0.23818362795050546,0.040727544192575814,-0.030727544192575815,0.002,-0.0049,0.0387,-0.0258,4,-6,0.0037,0.0056,-6.966117191571998,COASTING_MEMORY_LOCK
