t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l,holding_r,holding_l,manual_pwm_mode,surface_mode
2.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,46.75781873703357,nan,nan,UNKNOWN,0.0,0.0,False,False,False,False,False,vertical
2.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,46.75781873703357,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,46.75781873703357,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-52.38281078271381,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-52.38281078271381,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,47.10937881889787,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,47.10937881889787,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-53.08593436153702,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-53.08593436153702,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-53.08593436153702,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-53.08593436153702,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-53.78906135545481,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-53.78906135545481,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-54.140621437319126,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-54.140621437319126,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,47.10937881889787,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,47.10937881889787,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
2.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-54.140621437319126,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-54.140621437319126,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-54.140621437319126,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-54.140621437319126,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,47.10937881889787,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,47.10937881889787,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-53.43749785849592,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-53.43749785849592,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,46.75781873703357,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,46.75781873703357,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-52.73437427967271,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
3.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-52.73437427967271,nan,nan,NO_WELD,0.0,0.0,False,False,False,False,False,vertical
