t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld
2.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-2.8124966631703576,nan,NO_WELD
2.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-2.8124966631703576,nan,NO_WELD
2.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-2.460934233428519,nan,NO_WELD
2.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-2.460934233428519,nan,NO_WELD
2.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-2.460934233428519,nan,NO_WELD
2.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-2.460934233428519,nan,NO_WELD
2.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-3.164059092912196,nan,NO_WELD
2.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-3.164059092912196,nan,NO_WELD
2.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-3.8671843792826963,nan,WELD_FOUND
2.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,-3.8671843792826963,nan,WELD_FOUND
2.668,0.009025584814159745,0.05,0.016525584814159743,0.0015255848141597448,0.0,0.0,0.0165,0.0015,0,0,0.0,0.0,nan,-4.921871881951623,nan,WELD_FOUND
2.718,0.009025584814159745,0.05,0.016525584814159743,0.0015255848141597448,0.0,0.0,0.0165,0.0015,0,0,0.0,0.0,nan,-4.921871881951623,nan,WELD_FOUND
2.768,0.00627548530998372,0.1,0.02127548530998372,-0.00872451469001628,0.0,0.0,0.0213,-0.0087,0,0,0.0,0.0,nan,-5.9765593846205505,nan,WELD_FOUND
2.818,0.00627548530998372,0.1,0.02127548530998372,-0.00872451469001628,0.0,0.0,0.0213,-0.0087,0,0,0.0,0.0,nan,-5.9765593846205505,nan,WELD_FOUND
2.868,0.005,0.15000000000000002,0.027500000000000004,-0.0175,0.0,0.0,0.0275,-0.0175,0,0,0.0,0.0,nan,-6.6796842441042275,nan,WELD_FOUND
2.918,0.005,0.15000000000000002,0.027500000000000004,-0.0175,0.0,0.0,0.0275,-0.0175,0,-1,0.0,0.0009,nan,-6.6796842441042275,nan,WELD_FOUND
2.968,0.005,0.2,0.034999999999999996,-0.024999999999999998,0.0,-0.0025,0.035,-0.0225,0,-1,0.0,0.0009,nan,-7.382809530474727,nan,WELD_FOUND
3.018,0.005,0.2,0.034999999999999996,-0.024999999999999998,0.0,-0.0025,0.035,-0.0225,2,-1,0.0019,0.0009,nan,-7.382809530474727,nan,WELD_FOUND
3.068,0.0,0.0,0.0,0.0,0.0074,-0.002,-0.0074,0.002,2,-1,0.0019,0.0009,nan,nan,nan,NO_WELD
3.119,0.0,0.0,0.0,0.0,0.0074,-0.002,-0.0074,0.002,4,0,0.0037,0.0,nan,nan,nan,NO_WELD
3.168,0.0,0.0,0.0,0.0,0.0074,-0.002,-0.0074,0.002,4,0,0.0037,0.0,nan,nan,nan,NO_WELD
3.218,0.0,0.0,0.0,0.0,0.0094,0.0013,-0.0094,-0.0013,4,0,0.0037,0.0,nan,nan,nan,NO_WELD
3.268,0.0,0.0,0.0,0.0,0.0094,0.0013,-0.0094,-0.0013,4,0,0.0037,0.0,nan,nan,nan,NO_WELD
