t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.167,0.014431605805375246,-0.1322543426377595,-0.005406545590288681,0.03426975720103917,0.0,0.0,-0.0054,0.0343,0,0,0.0,0.0,3.1242693990154637,WELD_FOUND
2.216,0.014431605805375246,-0.1322543426377595,-0.005406545590288681,0.03426975720103917,0.0,0.0,-0.0054,0.0343,0,0,0.0,0.0,3.1242693990154637,WELD_FOUND
2.267,0.01747175668119152,-0.11092057921942797,0.0008336697982773283,0.034109843564105714,0.0,0.0,0.0008,0.0341,0,0,0.0,0.0,2.7736269103774616,WELD_FOUND
2.316,0.01747175668119152,-0.11092057921942797,0.0008336697982773283,0.034109843564105714,0.0,0.0,0.0008,0.0341,1,1,0.0009,0.0009,2.7736269103774616,WELD_FOUND
2.367,0.01955481810114924,-0.09956482398756925,0.0046200945030138545,0.03448954169928463,0.0,0.0,0.0046,0.0345,1,1,0.0009,0.0009,2.4229842082960475,WELD_FOUND
2.416,0.01955481810114924,-0.09956482398756925,0.0046200945030138545,0.03448954169928463,0.0049,0.0099,-0.0003,0.0246,2,4,0.0019,0.0037,2.4229842082960475,WELD_FOUND
2.466,0.018529241788678433,-0.12406064059630151,-7.985430076679068e-05,0.03713833787812366,0.0049,0.0099,-0.005,0.0273,2,4,0.0019,0.0037,2.7736269103774616,WELD_FOUND
2.516,0.018529241788678433,-0.12406064059630151,-7.985430076679068e-05,0.03713833787812366,0.0104,0.0171,-0.0105,0.0201,4,7,0.0037,0.0065,2.7736269103774616,WELD_FOUND
2.567,0.0,0.0,0.0,0.0,0.0104,0.0171,-0.0104,-0.0171,4,7,0.0037,0.0065,nan,NO_WELD
2.616,0.0,0.0,0.0,0.0,0.0104,0.0171,-0.0104,-0.0171,5,10,0.0046,0.0093,nan,NO_WELD
2.666,0.0,0.0,0.0,0.0,0.0087,0.0176,-0.0087,-0.0176,5,10,0.0046,0.0093,nan,NO_WELD
2.716,0.0,0.0,0.0,0.0,0.0087,0.0176,-0.0087,-0.0176,5,10,0.0046,0.0093,nan,NO_WELD
2.766,0.0,0.0,0.0,0.0,0.0087,0.0176,-0.0087,-0.0176,5,10,0.0046,0.0093,nan,NO_WELD
2.816,0.0,0.0,0.0,0.0,0.007,0.0141,-0.007,-0.0141,5,10,0.0046,0.0093,nan,NO_WELD
2.866,0.0,0.0,0.0,0.0,0.007,0.0141,-0.007,-0.0141,5,10,0.0046,0.0093,nan,NO_WELD
2.916,0.0,0.0,0.0,0.0,0.0079,0.0113,-0.0079,-0.0113,6,10,0.0056,0.0093,nan,NO_WELD
2.967,0.0,0.0,0.0,0.0,0.0079,0.0113,-0.0079,-0.0113,6,10,0.0056,0.0093,nan,NO_WELD
3.016,0.0,0.0,0.0,0.0,0.0079,0.0113,-0.0079,-0.0113,6,10,0.0056,0.0093,nan,NO_WELD
