t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,NO_WELD
2.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,NO_WELD
2.259,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0,0,0.0,0.0,3.4150945850063755e-06,WELD_FOUND
2.309,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0,0,0.0,0.0,3.4150945850063755e-06,WELD_FOUND
2.359,0.06912751999978442,0.012338550594116584,0.0709783025889019,0.06727673741066693,0.0,0.0,0.071,0.0673,0,0,0.0,0.0,-1.2304654091669671,WELD_FOUND
2.409,0.06912751999978442,0.012338550594116584,0.0709783025889019,0.06727673741066693,0.0,0.0222,0.071,0.045,9,9,0.0083,0.0083,-1.2304654091669671,WELD_FOUND
2.459,0.08,0.0,0.08,0.08,0.0,0.0222,0.08,0.0578,9,9,0.0083,0.0083,3.4150945850063755e-06,WELD_FOUND
2.509,0.08,0.0,0.08,0.08,0.0568,0.0652,0.0232,0.0148,23,23,0.0213,0.0213,3.4150945850063755e-06,WELD_FOUND
2.559,0.08,0.0,0.08,0.08,0.0568,0.0652,0.0232,0.0148,23,23,0.0213,0.0213,0.17578466998614392,WELD_FOUND
2.609,0.08,0.0,0.08,0.08,0.0568,0.0652,0.0232,0.0148,36,37,0.0334,0.0343,0.17578466998614392,WELD_FOUND
2.659,0.08,0.0,0.08,0.08,0.0662,0.0737,0.0138,0.0063,36,37,0.0334,0.0343,0.35156592487770283,WELD_FOUND
2.709,0.08,0.0,0.08,0.08,0.0662,0.0737,0.0138,0.0063,47,47,0.0436,0.0436,0.35156592487770283,WELD_FOUND
2.759,0.08,0.0,0.08,0.08,0.0805,0.0813,-0.0005,-0.0013,47,47,0.0436,0.0436,0.35156592487770283,WELD_FOUND
2.809,0.08,0.0,0.08,0.08,0.0805,0.0813,-0.0005,-0.0013,57,57,0.0528,0.0528,0.35156592487770283,WELD_FOUND
2.859,0.0,0.0,0.0,0.0,0.0854,0.0859,-0.0854,-0.0859,57,57,0.0528,0.0528,nan,NO_WELD
2.909,0.0,0.0,0.0,0.0,0.0854,0.0859,-0.0854,-0.0859,66,67,0.0612,0.0621,nan,NO_WELD
2.959,0.0,0.0,0.0,0.0,0.0845,0.0885,-0.0845,-0.0885,66,67,0.0612,0.0621,nan,NO_WELD
3.009,0.0,0.0,0.0,0.0,0.0845,0.0885,-0.0845,-0.0885,71,72,0.0658,0.0667,nan,NO_WELD
3.06,0.08,0.0,0.08,0.08,0.0845,0.0885,-0.0045,-0.0085,71,72,0.0658,0.0667,-0.35155909468853286,WELD_FOUND
3.109,0.08,0.0,0.08,0.08,0.0606,0.0655,0.0194,0.0145,70,72,0.0649,0.0667,-0.35155909468853286,WELD_FOUND
3.159,0.0665241033243953,0.015376835430222217,0.06883062863892864,0.06421757800986197,0.0606,0.0655,0.0082,-0.0013,70,72,0.0649,0.0667,-1.4062466240378864,WELD_FOUND
3.209,0.0665241033243953,0.015376835430222217,0.06883062863892864,0.06421757800986197,0.0606,0.0655,0.0082,-0.0013,73,76,0.0677,0.0704,-1.4062466240378864,WELD_FOUND
3.259,0.08,0.0,0.08,0.08,0.0438,0.0492,0.0362,0.0308,73,76,0.0677,0.0704,-0.35155909468853286,WELD_FOUND
3.309,0.08,0.0,0.08,0.08,0.0438,0.0492,0.0362,0.0308,82,85,0.076,0.0788,-0.35155909468853286,WELD_FOUND
3.359,0.0715668332400678,0.00946623640646843,0.07298676870103805,0.07014689777909754,0.0596,0.0629,0.0134,0.0073,82,85,0.076,0.0788,-0.5273403362398785,WELD_FOUND
3.409,0.0715668332400678,0.00946623640646843,0.07298676870103805,0.07014689777909754,0.0596,0.0629,0.0134,0.0073,94,96,0.0871,0.089,-0.5273403362398785,WELD_FOUND
3.459,0.08,0.0,0.08,0.08,0.0596,0.0629,0.0204,0.0171,94,96,0.0871,0.089,-0.35155909468853286,WELD_FOUND
3.509,0.08,0.0,0.08,0.08,0.0902,0.0896,-0.0102,-0.0096,104,106,0.0964,0.0982,-0.35155909468853286,WELD_FOUND
3.559,0.07079442192610597,0.010345044182683843,0.07234617855350854,0.06924266529870339,0.0902,0.0896,-0.0178,-0.0204,104,106,0.0964,0.0982,-0.7031216044716506,WELD_FOUND
3.609,0.07079442192610597,0.010345044182683843,0.07234617855350854,0.06924266529870339,0.0949,0.0871,-0.0225,-0.0179,115,115,0.1066,0.1066,-0.7031216044716506,WELD_FOUND
3.659,0.08,0.0,0.08,0.08,0.0949,0.0871,-0.0149,-0.0071,115,115,0.1066,0.1066,-0.35155909468853286,WELD_FOUND
3.709,0.08,0.0,0.08,0.08,0.0755,0.0782,0.0045,0.0018,120,122,0.1112,0.1131,-0.35155909468853286,WELD_FOUND
3.759,0.057687723532504204,-0.026316276774426044,0.0537402820163403,0.06163516504866811,0.0755,0.0782,-0.0217,-0.0166,120,122,0.1112,0.1131,2.812503493359528,WELD_FOUND
3.809,0.057687723532504204,-0.026316276774426044,0.0537402820163403,0.06163516504866811,0.0755,0.0782,-0.0217,-0.0166,129,130,0.1196,0.1205,2.812503493359528,WELD_FOUND
3.859,0.04754533831707225,-0.034785831459615446,0.04232746359812993,0.05276321303601457,0.0675,0.0667,-0.0252,-0.0139,129,130,0.1196,0.1205,2.812503493359528,WELD_FOUND
3.909,0.04754533831707225,-0.034785831459615446,0.04232746359812993,0.05276321303601457,0.0675,0.0667,-0.0252,-0.0139,134,135,0.1242,0.1251,2.812503493359528,WELD_FOUND
3.959,0.08,0.0,0.08,0.08,0.0675,0.0667,0.0125,0.0133,134,135,0.1242,0.1251,-0.7031216044716506,WELD_FOUND
4.009,0.08,0.0,0.08,0.08,0.0628,0.0623,0.0172,0.0177,138,139,0.1279,0.1288,-0.7031216044716506,WELD_FOUND
4.06,0.08,0.0,0.08,0.08,0.0628,0.0623,0.0172,0.0177,138,139,0.1279,0.1288,-1.0546840875743422,WELD_FOUND
4.109,0.08,0.0,0.08,0.08,0.0628,0.0623,0.0172,0.0177,147,148,0.1362,0.1372,-1.0546840875743422,WELD_FOUND
4.159,0.06761160670156385,0.01409665306357533,0.06972610466110016,0.06549710874202755,0.0599,0.0596,0.0098,0.0059,147,148,0.1362,0.1372,-1.0546840875743422,WELD_FOUND
