t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld
2.113,0.03025113731584426,-0.03529921145427706,0.024956255597702703,0.03554601903398582,0.0,0.0,0.025,0.0355,0,0,0.0,0.0,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND
2.163,0.03025113731584426,-0.03529921145427706,0.024956255597702703,0.03554601903398582,0.0,0.0,0.025,0.0355,0,0,0.0,0.0,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND
2.213,0.028448501358603363,-0.05033489676652608,0.02089826684362445,0.03599873587358227,0.0,0.0,0.0209,0.036,1,0,0.0009,0.0,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND
2.263,0.028448501358603363,-0.05033489676652608,0.02089826684362445,0.03599873587358227,0.0025,0.0,0.0184,0.036,1,0,0.0009,0.0,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND
2.313,0.026358427787318083,-0.06642880912235008,0.01639410641896557,0.036322749155670596,0.0025,0.0,0.0139,0.0363,7,0,0.0065,0.0,1.7578159906906006,1.4062534542270564,0.3515625364635442,WELD_FOUND
2.363,0.026358427787318083,-0.06642880912235008,0.01639410641896557,0.036322749155670596,0.0237,0.0,-0.0073,0.0363,7,0,0.0065,0.0,1.7578159906906006,1.4062534542270564,0.3515625364635442,WELD_FOUND
2.413,0.02594998119956172,-0.06240318006713149,0.016589504189491996,0.03531045820963144,0.0237,0.0,-0.0071,0.0353,13,0,0.012,0.0,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND
2.463,0.02594998119956172,-0.06240318006713149,0.016589504189491996,0.03531045820963144,0.0365,0.0,-0.0199,0.0353,13,0,0.012,0.0,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND
2.513,0.0,0.0,0.0,0.0,0.0365,0.0,-0.0365,0.0,19,0,0.0176,0.0,1.4062534542270564,nan,nan,NO_WELD
2.563,0.0,0.0,0.0,0.0,0.0441,0.0,-0.0441,0.0,19,0,0.0176,0.0,1.4062534542270564,nan,nan,NO_WELD
2.613,0.0,0.0,0.0,0.0,0.0441,0.0,-0.0441,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
2.663,0.0,0.0,0.0,0.0,0.0302,0.0,-0.0302,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
2.713,0.0,0.0,0.0,0.0,0.0302,0.0,-0.0302,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
2.763,0.0,0.0,0.0,0.0,0.0302,0.0,-0.0302,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
2.813,0.0,0.0,0.0,0.0,0.0241,0.0,-0.0241,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
2.863,0.0,0.0,0.0,0.0,0.0241,0.0,-0.0241,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
2.913,0.0,0.0,0.0,0.0,0.0241,0.0,-0.0241,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
2.963,0.0,0.0,0.0,0.0,0.0193,0.0,-0.0193,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.013,0.0,0.0,0.0,0.0,0.0193,0.0,-0.0193,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.064,0.0,0.0,0.0,0.0,0.0155,0.0,-0.0155,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.113,0.0,0.0,0.0,0.0,0.0155,0.0,-0.0155,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.163,0.0,0.0,0.0,0.0,0.0155,0.0,-0.0155,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.213,0.0,0.0,0.0,0.0,0.0124,0.0,-0.0124,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.263,0.0,0.0,0.0,0.0,0.0124,0.0,-0.0124,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.313,0.0,0.0,0.0,0.0,0.0099,0.0,-0.0099,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.363,0.0,0.0,0.0,0.0,0.0099,0.0,-0.0099,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.413,0.0,0.0,0.0,0.0,0.0099,0.0,-0.0099,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.463,0.0,0.0,0.0,0.0,0.0079,0.0,-0.0079,0.0,20,0,0.0185,0.0,1.4062534542270564,nan,nan,NO_WELD
3.513,0.0,0.0,0.0,0.0,0.0079,0.0,-0.0079,0.0,20,0,0.0185,0.0,3.8671912094718666,nan,nan,NO_WELD
3.563,0.0,0.0,0.0,0.0,0.0063,0.0,-0.0063,0.0,20,0,0.0185,0.0,3.8671912094718666,nan,nan,NO_WELD
3.613,0.0,0.0,0.0,0.0,0.0063,0.0,-0.0063,0.0,20,0,0.0185,0.0,5.2734409284392205,nan,nan,NO_WELD
3.663,0.0,0.0,0.0,0.0,0.0063,0.0,-0.0063,0.0,20,0,0.0185,0.0,5.2734409284392205,nan,nan,NO_WELD
3.713,0.0,0.0,0.0,0.0,0.0051,0.0,-0.0051,0.0,20,0,0.0185,0.0,3.8671912094718666,nan,nan,NO_WELD
3.763,0.0,0.0,0.0,0.0,0.0051,0.0,-0.0051,0.0,20,0,0.0185,0.0,3.8671912094718666,nan,nan,NO_WELD
3.813,0.0,0.0,0.0,0.0,0.0041,0.0,-0.0041,0.0,20,0,0.0185,0.0,4.218753425770293,nan,nan,NO_WELD
