t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l
2.712,0.030802725507309527,-0.02994773105731767,0.026310565848711876,0.035294885165907175,0.0,0.0057,0.0263,0.0296,3,4,0.0028,0.0037,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1548,0.2056,False,False
2.762,0.030802725507309527,-0.02994773105731767,0.026310565848711876,0.035294885165907175,0.0,0.0057,0.0263,0.0296,3,4,0.0028,0.0037,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1548,0.2056,False,False
2.812,0.03128479969305784,-0.021887166227345947,0.02800172475895595,0.03456787462715973,0.0,0.0057,0.028,0.0289,3,4,0.0028,0.0037,0.35156592487770283,0.5273471664290486,-0.17578124155134572,WELD_FOUND,0.1647,0.2025,False,False
2.862,0.03128479969305784,-0.021887166227345947,0.02800172475895595,0.03456787462715973,0.0,0.0046,0.028,0.03,3,4,0.0028,0.0037,0.35156592487770283,0.5273471664290486,-0.17578124155134572,WELD_FOUND,0.1647,0.2025,False,False
2.912,0.032320689393062096,-0.012982163563730654,0.030373364858502498,0.034268013927621695,0.0,0.0046,0.0304,0.0297,3,4,0.0028,0.0037,-0.35155909468853286,0.35156592487770283,-0.7031250195662357,WELD_FOUND,0.1787,0.2012,False,False
2.962,0.032320689393062096,-0.012982163563730654,0.030373364858502498,0.034268013927621695,0.0,0.0036,0.0304,0.0306,3,4,0.0028,0.0037,-0.35155909468853286,0.35156592487770283,-0.7031250195662357,WELD_FOUND,0.0,0.2012,True,False
3.012,0.032320689393062096,-0.012982163563730654,0.030373364858502498,0.034268013927621695,0.0,0.0036,0.0304,0.0306,3,4,0.0028,0.0037,-0.35155909468853286,nan,nan,WELD_FOUND,0.0,0.2012,True,False
3.063,0.032320689393062096,-0.012982163563730654,0.030373364858502498,0.034268013927621695,0.0,0.0036,0.0304,0.0306,3,4,0.0028,0.0037,-0.35155909468853286,nan,nan,WELD_FOUND,0.0,0.2012,True,False
3.112,0.032320689393062096,-0.012982163563730654,0.030373364858502498,0.034268013927621695,0.0049,0.0047,0.0254,0.0296,5,5,0.0046,0.0046,-0.35155909468853286,nan,nan,WELD_FOUND,0.1787,0.2012,False,False
3.162,0.032320689393062096,-0.012982163563730654,0.030373364858502498,0.034268013927621695,0.0049,0.0047,0.0254,0.0296,5,5,0.0046,0.0046,-0.35155909468853286,nan,nan,WELD_FOUND,0.1787,0.2012,False,False
3.212,0.032320689393062096,-0.012982163563730654,0.030373364858502498,0.034268013927621695,0.0067,0.0037,0.0237,0.0305,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,WELD_FOUND,0.1787,0.2012,False,False
3.262,0.0,0.0,0.0,0.0,0.0067,0.0037,-0.0067,-0.0037,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.312,0.0,0.0,0.0,0.0,0.0053,0.003,-0.0053,-0.003,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.362,0.0,0.0,0.0,0.0,0.0053,0.003,-0.0053,-0.003,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.412,0.0,0.0,0.0,0.0,0.0043,0.0024,-0.0043,-0.0024,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.462,0.0,0.0,0.0,0.0,0.0043,0.0024,-0.0043,-0.0024,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.512,0.0,0.0,0.0,0.0,0.0043,0.0024,-0.0043,-0.0024,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.562,0.0,0.0,0.0,0.0,0.0034,0.0019,-0.0034,-0.0019,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.612,0.0,0.0,0.0,0.0,0.0034,0.0019,-0.0034,-0.0019,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.662,0.0,0.0,0.0,0.0,0.0027,0.0015,-0.0027,-0.0015,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.712,0.0,0.0,0.0,0.0,0.0027,0.0015,-0.0027,-0.0015,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.762,0.0,0.0,0.0,0.0,0.0027,0.0015,-0.0027,-0.0015,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.812,0.0,0.0,0.0,0.0,0.0022,0.0012,-0.0022,-0.0012,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.862,0.0,0.0,0.0,0.0,0.0022,0.0012,-0.0022,-0.0012,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.912,0.0,0.0,0.0,0.0,0.0017,0.0,-0.0017,0.0,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
3.962,0.0,0.0,0.0,0.0,0.0017,0.0,-0.0017,0.0,6,5,0.0056,0.0046,-0.35155909468853286,nan,nan,NO_WELD,0.0,0.0,False,False
4.012,0.0,0.0,0.0,0.0,0.0017,0.0,-0.0017,0.0,6,5,0.0056,0.0046,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
4.063,0.0,0.0,0.0,0.0,0.0014,0.0,-0.0014,0.0,6,5,0.0056,0.0046,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
4.112,0.0,0.0,0.0,0.0,0.0014,0.0,-0.0014,0.0,6,5,0.0056,0.0046,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
4.162,0.0,0.0,0.0,0.0,0.0014,0.0,-0.0014,0.0,6,5,0.0056,0.0046,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
4.212,0.0,0.0,0.0,0.0,0.0011,0.0,-0.0011,0.0,6,5,0.0056,0.0046,-3.164059092912196,nan,nan,NO_WELD,0.0,0.0,False,False
4.262,0.0,0.0,0.0,0.0,0.0011,0.0,-0.0011,0.0,6,5,0.0056,0.0046,-3.164059092912196,nan,nan,NO_WELD,0.0,0.0,False,False
4.312,0.0,0.0,0.0,0.0,0.0011,0.0,-0.0011,0.0,6,5,0.0056,0.0046,-3.164059092912196,nan,nan,NO_WELD,0.0,0.0,False,False
4.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,-3.164059092912196,nan,nan,NO_WELD,0.0,0.0,False,False
4.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,-4.218746595581123,nan,nan,NO_WELD,0.0,0.0,False,False
4.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,-4.218746595581123,nan,nan,NO_WELD,0.0,0.0,False,False
4.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
4.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
4.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
4.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
4.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
4.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
4.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
4.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
4.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
4.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
5.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
5.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
5.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
5.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,2.4609410636176894,2.4609410636176894,0.0,WELD_FOUND,0.0,0.0,False,False
5.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0056,0.0046,2.4609410636176894,2.4609410636176894,0.0,WELD_FOUND,0.0,0.0,False,False
5.312,0.021791668119178043,-0.05,0.014291668119178043,0.029291668119178042,0.0,0.0,0.0143,0.0293,6,5,0.0056,0.0046,1.7578159906906006,2.109378420432439,-0.3515624297418385,WELD_FOUND,0.0,0.0,True,True
5.362,0.021791668119178043,-0.05,0.014291668119178043,0.029291668119178042,0.0,0.0,0.0143,0.0293,6,5,0.0056,0.0046,1.7578159906906006,2.109378420432439,-0.3515624297418385,WELD_FOUND,0.0,0.0,True,True
5.412,0.0,0.0,0.0,0.0,0.0049,0.0074,-0.0049,-0.0074,8,8,0.0074,0.0074,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.462,0.0,0.0,0.0,0.0,0.0049,0.0074,-0.0049,-0.0074,8,8,0.0074,0.0074,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.512,0.0,0.0,0.0,0.0,0.0049,0.0074,-0.0049,-0.0074,10,10,0.0093,0.0093,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.562,0.0,0.0,0.0,0.0,0.0079,0.0094,-0.0079,-0.0094,10,10,0.0093,0.0093,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.612,0.0,0.0,0.0,0.0,0.0079,0.0094,-0.0079,-0.0094,10,10,0.0093,0.0093,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.662,0.0,0.0,0.0,0.0,0.0079,0.0094,-0.0079,-0.0094,10,10,0.0093,0.0093,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.713,0.0,0.0,0.0,0.0,0.0063,0.0075,-0.0063,-0.0075,10,10,0.0093,0.0093,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.762,0.0,0.0,0.0,0.0,0.0063,0.0075,-0.0063,-0.0075,10,10,0.0093,0.0093,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.812,0.0,0.0,0.0,0.0,0.0063,0.0075,-0.0063,-0.0075,10,10,0.0093,0.0093,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.0,0.0,False,False
5.862,0.0,0.0,0.0,0.0,0.0051,0.006,-0.0051,-0.006,10,10,0.0093,0.0093,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.0,0.0,False,False
5.912,0.029118000872795414,-0.04218770123628207,0.022789845687353105,0.03544615605823773,0.0051,0.006,0.0177,0.0294,10,10,0.0093,0.0093,0.7031284346608206,0.8789097028925928,-0.1757812682317722,WELD_FOUND,0.1341,0.2063,False,False
5.962,0.029118000872795414,-0.04218770123628207,0.022789845687353105,0.03544615605823773,0.0051,0.006,0.0177,0.0294,10,10,0.0093,0.0093,0.7031284346608206,0.8789097028925928,-0.1757812682317722,WELD_FOUND,0.1341,0.2063,False,False
6.012,0.0,0.0,0.0,0.0,0.004,0.0048,-0.004,-0.0048,10,10,0.0093,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
6.063,0.0,0.0,0.0,0.0,0.004,0.0048,-0.004,-0.0048,10,10,0.0093,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
6.112,0.0,0.0,0.0,0.0,0.0032,0.0038,-0.0032,-0.0038,10,10,0.0093,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
6.162,0.0,0.0,0.0,0.0,0.0032,0.0038,-0.0032,-0.0038,10,10,0.0093,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
6.212,0.028227065110058926,-0.04571320358247517,0.021370084572687652,0.0350840456474302,0.0032,0.0038,0.0181,0.0312,10,10,0.0093,0.0093,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.1257,0.2047,False,False
6.262,0.028227065110058926,-0.04571320358247517,0.021370084572687652,0.0350840456474302,0.0026,0.0031,0.0188,0.032,10,10,0.0093,0.0093,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.1257,0.2047,False,False
6.312,0.02893870629881574,-0.03659043973969513,0.023450140337861473,0.03442727225977001,0.0026,0.0031,0.0209,0.0313,10,10,0.0093,0.0093,0.7031284346608206,0.8789097028925928,-0.1757812682317722,WELD_FOUND,0.1379,0.2019,False,False
6.362,0.02893870629881574,-0.03659043973969513,0.023450140337861473,0.03442727225977001,0.0021,0.0025,0.0214,0.032,10,10,0.0093,0.0093,0.7031284346608206,0.8789097028925928,-0.1757812682317722,WELD_FOUND,0.1379,0.2019,False,False
6.412,0.028191715609121884,-0.04778613138562067,0.021023795901278786,0.03535963531696498,0.0021,0.0025,0.019,0.0329,10,10,0.0093,0.0093,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.1237,0.2059,False,False
6.462,0.028191715609121884,-0.04778613138562067,0.021023795901278786,0.03535963531696498,0.0017,0.002,0.0194,0.0334,10,10,0.0093,0.0093,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.1237,0.2059,False,False
6.512,0.028043489566027136,-0.046389525173347115,0.02108506079002507,0.035001918342029203,0.0017,0.002,0.0194,0.033,10,10,0.0093,0.0093,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND,0.124,0.2044,False,False
6.562,0.028043489566027136,-0.046389525173347115,0.02108506079002507,0.035001918342029203,0.0013,0.0016,0.0198,0.0334,10,10,0.0093,0.0093,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND,0.124,0.2044,False,False
6.612,0.0,0.0,0.0,0.0,0.0013,0.0016,-0.0013,-0.0016,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
6.662,0.0,0.0,0.0,0.0,0.0013,0.0016,-0.0013,-0.0016,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
6.712,0.0,0.0,0.0,0.0,0.0011,0.0013,-0.0011,-0.0013,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
6.762,0.0,0.0,0.0,0.0,0.0011,0.0013,-0.0011,-0.0013,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
6.812,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.001,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
6.862,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.001,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
6.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
6.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0.0093,0.0093,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.112,0.025848367892544542,-0.05,0.018348367892544543,0.03334836789254454,0.0,0.0,0.0183,0.0333,10,10,0.0093,0.0093,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.0,0.0,True,True
7.162,0.025848367892544542,-0.05,0.018348367892544543,0.03334836789254454,0.0,0.0,0.0183,0.0333,10,10,0.0093,0.0093,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.0,0.0,True,True
7.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,0.0111,0.0111,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,0.0111,0.0111,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.312,0.0,0.0,0.0,0.0,0.0124,0.0099,-0.0124,-0.0099,15,14,0.0139,0.013,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.362,0.0,0.0,0.0,0.0,0.0124,0.0099,-0.0124,-0.0099,15,14,0.0139,0.013,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.412,0.0,0.0,0.0,0.0,0.0111,0.0079,-0.0111,-0.0079,16,14,0.0148,0.013,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.462,0.0,0.0,0.0,0.0,0.0111,0.0079,-0.0111,-0.0079,16,14,0.0148,0.013,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.512,0.0,0.0,0.0,0.0,0.0111,0.0079,-0.0111,-0.0079,16,14,0.0148,0.013,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.562,0.0,0.0,0.0,0.0,0.0089,0.0063,-0.0089,-0.0063,16,14,0.0148,0.013,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.612,0.0,0.0,0.0,0.0,0.0089,0.0063,-0.0089,-0.0063,16,14,0.0148,0.013,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.662,0.0,0.0,0.0,0.0,0.0071,0.0051,-0.0071,-0.0051,16,14,0.0148,0.013,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
7.712,0.03025113731584426,-0.03375141654539661,0.02518842483403477,0.03531384979765375,0.0071,0.0051,0.0181,0.0303,16,14,0.0148,0.013,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1482,0.2057,False,False
7.762,0.03025113731584426,-0.03375141654539661,0.02518842483403477,0.03531384979765375,0.0071,0.0051,0.0181,0.0303,16,14,0.0148,0.013,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1482,0.2057,False,False
7.812,0.0,0.0,0.0,0.0,0.0057,0.004,-0.0057,-0.004,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
7.862,0.0,0.0,0.0,0.0,0.0057,0.004,-0.0057,-0.004,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
7.912,0.0,0.0,0.0,0.0,0.0046,0.0032,-0.0046,-0.0032,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
7.962,0.0,0.0,0.0,0.0,0.0046,0.0032,-0.0046,-0.0032,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.012,0.0,0.0,0.0,0.0,0.0036,0.0026,-0.0036,-0.0026,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.063,0.0,0.0,0.0,0.0,0.0036,0.0026,-0.0036,-0.0026,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.112,0.0,0.0,0.0,0.0,0.0036,0.0026,-0.0036,-0.0026,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.162,0.0,0.0,0.0,0.0,0.0029,0.0021,-0.0029,-0.0021,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.212,0.0,0.0,0.0,0.0,0.0029,0.0021,-0.0029,-0.0021,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.262,0.0,0.0,0.0,0.0,0.0029,0.0021,-0.0029,-0.0021,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.312,0.0,0.0,0.0,0.0,0.0023,0.0017,-0.0023,-0.0017,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.362,0.0,0.0,0.0,0.0,0.0023,0.0017,-0.0023,-0.0017,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.412,0.0,0.0,0.0,0.0,0.0019,0.0013,-0.0019,-0.0013,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.462,0.0,0.0,0.0,0.0,0.0019,0.0013,-0.0019,-0.0013,16,14,0.0148,0.013,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.512,0.0,0.0,0.0,0.0,0.0019,0.0013,-0.0019,-0.0013,16,14,0.0148,0.013,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.0,0.0,False,False
8.562,0.0,0.0,0.0,0.0,0.0015,0.0011,-0.0015,-0.0011,16,14,0.0148,0.013,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.0,0.0,False,False
8.612,0.0,0.0,0.0,0.0,0.0015,0.0011,-0.0015,-0.0011,16,14,0.0148,0.013,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
8.662,0.0,0.0,0.0,0.0,0.0012,0.0,-0.0012,0.0,16,14,0.0148,0.013,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
8.712,0.035,0.0,0.035,0.035,0.0012,0.0,0.0338,0.035,16,14,0.0148,0.013,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.0,0.0,True,True
8.762,0.035,0.0,0.035,0.035,0.0012,0.0,0.0338,0.035,16,14,0.0148,0.013,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.0,0.0,True,True
8.812,0.035,0.0,0.035,0.035,0.0057,0.0049,0.0293,0.0301,18,16,0.0167,0.0148,0.35156592487770283,0.17578466998614392,0.1757812548915589,WELD_FOUND,0.2043,0.2043,False,False
8.862,0.035,0.0,0.035,0.035,0.0057,0.0049,0.0293,0.0301,18,16,0.0167,0.0148,0.35156592487770283,0.17578466998614392,0.1757812548915589,WELD_FOUND,0.2043,0.2043,False,False
8.912,0.03286785128724259,-0.021711886292628813,0.029611068343348264,0.03612463423113691,0.0108,0.0104,0.0188,0.0257,20,18,0.0185,0.0167,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.1742,0.2092,False,False
8.962,0.03286785128724259,-0.021711886292628813,0.029611068343348264,0.03612463423113691,0.0108,0.0104,0.0188,0.0257,20,18,0.0185,0.0167,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.1742,0.2092,False,False
9.012,0.0,0.0,0.0,0.0,0.0108,0.0104,-0.0108,-0.0104,20,18,0.0185,0.0167,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False
9.063,0.0,0.0,0.0,0.0,0.0086,0.0083,-0.0086,-0.0083,20,18,0.0185,0.0167,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False
9.112,0.03076579792214072,-0.0313888112649317,0.026057476232400963,0.035474119611880475,0.0086,0.0083,0.0174,0.0272,20,18,0.0185,0.0167,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1533,0.2064,False,False
9.162,0.03076579792214072,-0.0313888112649317,0.026057476232400963,0.035474119611880475,0.0069,0.0066,0.0191,0.0288,20,18,0.0185,0.0167,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1533,0.2064,False,False
