t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,angle,weld
2.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,UNKNOWN
2.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-5.9999967518706265,WELD_FOUND
2.564,0.0056000090947659386,0.26792102380451266,0.04578816266544284,-0.03458814447591096,0.0,0.0,0.0458,-0.0346,0,0,0.0,0.0,-5.9999967518706265,WELD_FOUND
2.615,0.0056000090947659386,0.26792102380451266,0.04578816266544284,-0.03458814447591096,0.0,0.0,0.0458,-0.0346,0,0,0.0,0.0,-5.9999967518706265,WELD_FOUND
2.664,0.005,0.2813853470414383,0.04720780205621574,-0.037207802056215745,0.0,0.0,0.0472,-0.0372,0,0,0.0,0.0,-6.351558968169053,WELD_FOUND
2.714,0.005443616514056935,0.25828704005212555,0.04418667252187577,-0.0332994394937619,0.0,0.0,0.0442,-0.0333,3,-2,0.0028,0.0019,-5.9999967518706265,WELD_FOUND
2.764,0.005443616514056935,0.25828704005212555,0.04418667252187577,-0.0332994394937619,0.0074,-0.005,0.0368,-0.0283,3,-2,0.0028,0.0019,-5.9999967518706265,WELD_FOUND
2.815,0.005443616514056935,0.25828704005212555,0.04418667252187577,-0.0332994394937619,0.0074,-0.005,0.0368,-0.0283,6,-4,0.0056,0.0037,nan,NO_WELD
2.864,0.0,0.0,0.0,0.0,0.0074,-0.005,-0.0074,0.005,6,-4,0.0056,0.0037,nan,NO_WELD
2.914,0.0,0.0,0.0,0.0,0.0218,-0.0104,-0.0218,0.0104,10,-5,0.0093,0.0046,nan,NO_WELD
2.964,0.0,0.0,0.0,0.0,0.0218,-0.0104,-0.0218,0.0104,10,-5,0.0093,0.0046,nan,NO_WELD
3.015,0.006381525078182735,0.2471728594321768,0.04345745399300925,-0.030694403836643777,0.0094,-0.0083,0.0341,-0.0224,9,-5,0.0083,0.0046,-5.648434108685376,WELD_FOUND
3.066,0.006381525078182735,0.2471728594321768,0.04345745399300925,-0.030694403836643777,0.0094,-0.0083,0.0341,-0.0224,9,-5,0.0083,0.0046,-5.648434108685376,WELD_FOUND
3.115,0.008884839676659385,0.1963474174959807,0.038336952301056486,-0.02056727294773772,0.0094,-0.0083,0.029,-0.0123,10,-5,0.0093,0.0046,-4.769527927609074,WELD_FOUND
3.164,0.008884839676659385,0.1963474174959807,0.038336952301056486,-0.02056727294773772,0.0081,-0.0066,0.0302,-0.0139,10,-5,0.0093,0.0046,-4.769527927609074,WELD_FOUND
3.215,0.008884839676659385,0.1963474174959807,0.038336952301056486,-0.02056727294773772,0.0081,-0.0066,0.0302,-0.0139,14,-6,0.013,0.0056,-4.769527927609074,WELD_FOUND
3.264,0.008884839676659385,0.1963474174959807,0.038336952301056486,-0.02056727294773772,0.0081,-0.0066,0.0302,-0.0139,14,-6,0.013,0.0056,-4.769527927609074,WELD_FOUND
3.314,0.008884839676659385,0.1963474174959807,0.038336952301056486,-0.02056727294773772,0.0222,-0.0053,0.0162,-0.0152,17,-5,0.0158,0.0046,-4.769527927609074,WELD_FOUND
3.364,0.008884839676659385,0.1963474174959807,0.038336952301056486,-0.02056727294773772,0.0222,-0.0053,0.0162,-0.0152,17,-5,0.0158,0.0046,-4.769527927609074,WELD_FOUND
